text,humor
train dot x train dot y train dot r train dot r and so now i want collide circle circle x y and then x y,0
the question is is r for actually the radius or is it the diameter,0
does it say circle diameter circle diameter,0
so i m good,0
all right so let us try this,0
and then this should really be oh this is kind of unfortunate,0
this should now be an ellipse,0
oh you know what i can just do,0
i can say ellipse mode corner perfect,0
so let us draw the hit circles under train,0
let s do the same thing here and say ellipse there,0
so this should now we should see,0
here we go,0
that s what it is going to do,0
ok here we go,0
oh after click,0
oh what happened,0
all right i passed r in twice which is very unnecessary,0
you just give it the diameter not the radius even though i m calling it r once,0
and let us see what happens,0
ok here we go,0
jump,0
why is my browser really freaking out,1
let s comment out the debugging,0
we re just going to go for it now,0
we re going to play this game and close this tab,0
quick chrome,1
we re about to play this game,1
oh up,1
it s up,1
i m saying jump,1
so up,1
yeah there we go,0
up,1
up,1
up,1
all right ready everyone,1
up,1
up,1
up,1
up,1
up,1
up,1
up,1
up,1
up,1
look at me,1
i guess i cannot use the music,1
up,1
up,1
up,1
ah,1
all right everyone,0
thus ends this coding challenge,0
there are so many things that need to be added to this,0
number one the narrative is makes no sense,0
why is there this unicorn standing still,0
without any animation,0
the trains are coming at it,0
the background should be sort of like in parallax moving,0
so probably it should be jumping over,0
i should have just used cacti,0
that s the plural of cactus right,1
there s no score,0
there s no birds flying,0
you could add a flying asterisk,0
i m going to when i upload this i m going to include when i when this video publishes and with the code i will include a lot of the coding train characters which are designed by jason heggland so i m going to include a whole bunch of those,0
if people want to make a version of this game that we can all play online with speech commands,0
let me try this,0
i m going to just say goodbye by trying this one more sentence,0
yes alka is pointing out that speech detection i behind the browser might be lower latency but let us try this one more time,0
up,0
up,0
up,0
up,0
up,0
up,0
up,0
oh okay,0
goodbye everyone,0
thank you very much,0
and see you later on a future coding challenge,0
how are you,0
it s been great is not it,0
it s been blown away by the whole thing,0
in fact i m leaving,1
there were three themes running through the conference and i m going to talk about one is the extraordinary evidence of human creativity in all of the presentations that we have had and in all the people here,0
just the variety of it and the range of it,0
the second is that it is put us in a place where we have no idea what is going to happen in terms of the future,0
no idea how this may play out,0
i have an interest in education,0
actually what i find is everybody has an interest in education,0
i find this very interesting,0
if you do that at a dinner party and you say you work in education actually you are not often at dinner parties frankly if you work in education you are not asked and you will never ask back curiously,1
but if you are and you say to somebody what do you do and you say you work in education you can see the blood run from their face they re like oh my god why me my one night out all week,1
but if you ask their education they pin you to the wall because it is one of those things that goes deep with people am i right religion and money,0
i have a big interest in education i think we all do,0
we have a huge vested interest in it partly because it is education that is meant to take us into this future that we cannot grasp if you think of it children starting school this year will be retiring in nobody has a clue,0
despite all the expertise that is been on parade for the past four days what the world will look like in five years time and yet we are meant to be educating them for it so the unpredictability i think is extraordinary,0
and the third part of this is that we have all agreed nonetheless on the really extraordinary capacities that children have their capacities for innovation,0
i mean serena last night was a marvel wasn t she just seeing what you could do and she is exceptional but i think she is not so to speak exceptional in the whole of childhood,0
and you have there is a person of extraordinary dedication who found a talent,0
and my contention is all kids have tremendous talents and we squander them pretty ruthlessly,0
so i want to talk about education and i want to talk about creativity my contention is that creativity now is as important in education as literacy and we should treat it with the same status,0
thank you that was it thank you very much,1
so minutes left,1
well i was born,1
no the,1
i had a great story recently,0
i love telling it,0
i have a little girl who was in a drawing lesson she was six and she was at the back drawing and the teacher said this little girl hardly ever paid attention and in this drawing lesson she did and the teacher was fascinated she went over to and she said what are you drawing and the girl said i m drawing a picture of god and the teacher said but nobody knows what god looks like and the girl said they will in a minute,1
okay,0
when,0
when my son was four in england actually he was four everywhere to be honest i mean for being strict about it wherever he went he was four out here,1
but he was in the nativity play,0
do you remember the story,0
no it was big,0
it was big story,0
mel gibson at the sequel you may have seen it,0
nativity too,0
james got the part of joseph which we were thrilled about we consider this to be one of the lead parts,0
we had the place crammed full of agents in t shirts,0
james robinson is joseph,0
he did not have to speak,0
but you know where the three kings come in they come in bearing gifts and they bring gold frankincense and meh,0
this really happened,0
we re sitting there,0
and they,0
i think just went out of sequence,0
because we talked to little boy afterwards and said you know you are okay with that,0
and they said yeah why was that wrong,0
they just switched,0
i think it was it,0
anyway the three boys came in little four year olds with two towns on their heads and they put these boxes down i bring you gold and the second boy said i bring you mayor and the third boy said frank sent this,1
well these things having in common is that kids will take a chance you know if they do not know they will have a go am i right,0
they re not frightened of being wrong now i do not mean to say that being wrong is the same thing as being creative what we do know is if you are not prepared to be wrong you will never come up with anything original if you are not prepared to be wrong,0
and by the time they get to be adults most kids have lost that capacity they have become frightened of being wrong,0
and we run our companies this by the way,0
we stigmatize mistakes,0
and we are now running national education systems where mistakes are the worst thing you can make and the result is that we are educating people out of their creative capacities,0
picasso once said this he said that all children are born artists the problem is to remain an artist as we grow up,
i believe this passionately that we do not grow into creativity we grow out of it or rather we get educated out of it so why is this,
i lived in stratford on avon until about five years ago we moved from stratford to los angeles so you can imagine what a seamless transition you know this was from,1
actually we lived in a place called sinisterfield just outside stratford which is where shakespeare s father was born,0
are you struck by a new thought i was,0
you do not think of shakespeare having a father do you do you,1
because you do not think of shakespeare being a child shakespeare being seven i never thought of it i mean he was a seven at some point he was in somebody s english class was not he,1
being sent to bed by his dad to shakespeare go to bed now to william shakespeare and put the pencil down and stop speaking like that it s confusing everybody,1
anyway we moved from stratford to los angeles and i just want to say a word about the transition actually my son did not want to come,0
i ve got two kids he is now my daughter s,0
he did not want to come to los angeles,0
he loved it but he had a girlfriend in england this was the love of his life sarah he d known her for a month,1
mind you they would had their fourth anniversary because it is a long time when you are,0
he was really upset on the plane he said i ll never find another girl like sarah and we were rather pleased about that frankly because she was the main reason we were leaving the country,1
but something strikes you when you move to america and travel around the world every education system on earth has the same hierarchy of subjects every one doesn t matter where you go you d think it would be otherwise but it isn t at the top are mathematics and languages then the humanities at the bottom are the arts everywhere on earth,0
and in pretty much every system too there is a hierarchy within the arts art and music are normally given a higher status in schools than drama and dance,0
there is not an education system on the planet that teaches dance every day to children the way we teach them mathematics why why not,0
i think this is rather important,0
i think math is very important but so is dance,0
children dance all the time if they are allowed to we all do,0
we all have bodies do not we did i miss a meeting,1
truthfully what happens is as children grow up we start to educate them progressively from the waist up and then we focus on their heads and slightly to one side,0
if you were to visit education as an alien and say what s it for public education,0
i think you would have to conclude if you look at the output who really succeeds by this who does everything they should who gets all the brownie points who are the winners i think you would have to conclude the whole purpose of public education throughout the world is to produce university professors isn t it,0
they re the people who come out the top and i used to be one so there,1
and i like university professors but you know we should not hold them up as the high water mark of all human achievement they re just a form of life another form of life,0
but they are rather curious,0
and i say this out of affection for them there is something curious about professors in my experience not all of them but typically they live in their heads,0
they live up there and slightly to one side they re disembodied you know in a kind of literal way they look upon their body as a form of transport for their heads,1
don t they,1
it s a way of getting their head to meetings,1
if you want real evidence of out of body experiences by the way get yourself along to a residential conference of senior academics and pop into the discotheque on the final night,1
and there you will see it,0
grown men and women writhing uncontrollably off the beat waiting until it ends so they can go home and write a paper about it,1
our education system is predicated on the idea of academic ability and there is a reason,0
around the world there were no public systems of education really before the th century they all came into being to meet the needs of industrialism,0
so the hierarchy is rooted on two ideas number one that the most useful subjects for work are at the top,0
so you were probably steered benignly away from things at school when you were a kid things you liked on the grounds you would never get a job doing that,0
is that right,0
don t do music you are not going to be a musician do not do art you will not be an artist,0
benign advice now profoundly mistaken,0
the whole world is engulfed in a revolution,0
and the second is academic ability which has really come to dominate our view of intelligence because the universities design the system in their image,0
if you think of it the whole system of public education around the world is a protracted process of university entrance,0
and the consequence is that many highly talented brilliant creative people think they are not because the thing they were good at at school was not valued or was actually stigmatized,0
and i think we cannot afford to go on that way,0
in the next years according to unesco more people worldwide will be graduating through education than since the beginning of history more people,0
and it is the combination of all the things we have talked about technology and its transformational effect on work and demography and the huge explosion in population,0
suddenly degrees are not worth anything isn t that true,0
when i was a student if you had a degree you had a job if you did not have a job it is because you did not want one and i did not want one frankly,1
but now kids with degrees are often heading home to carry on playing video games because you need an ma where the previous job required a ba and now you need a phd for the other,0
it s a process of academic inflation,0
and it indicates the whole structure of education is shifting beneath our feet,0
we need to radically rethink our view of intelligence,0
we know three things about intelligence,0
one it is diverse we think about the world in all the ways that we experience it we think visually we think in sound we think kinesthetically we think in abstract terms we think in movement,0
secondly intelligence is dynamic if you look at the interactions of a human brain as we heard yesterday from a number of presentations intelligence is wonderfully interactive the brain is not divided into compartments,0
in fact creativity which i define as the process of having original ideas that have value more often than not comes about through the interaction of different disciplinary ways of seeing things,0
by the way there is a shaft of nerves that joins the two halves of the brain called the corpus callosum it s thicker in women following off from helen yesterday this is probably why women are better at multitasking because you are are not you,0
there s a raft of research but i know it from my personal life if my wife is cooking a meal at home which is not often thankfully,1
no she is good at some things,0
but if she is cooking she is dealing with people on the phone she is talking to the kids she is painting the ceiling she is doing open heart surgery over here,1
if i m cooking the door is shut the kids are out the phone s on the hook if she comes in i get annoyed i say terry please i m trying to fry an egg in here give me a break,1
actually do you know that old philosophical thing if a tree falls in a forest and nobody hears it did it happen,0
remember that old chestnut,0
i saw a great t shirt recently which said if a man speaks his mind in a forest and no woman hears him is he still wrong,1
and the third thing about intelligence is it is distinct,0
i m doing a new book at the moment called epiphany which is based on a series of interviews with people about how they discovered their talent,0
i m fascinated by how people got to be there,0
it s really prompted by a conversation i had with a wonderful woman who maybe most people have never heard of gillian lynne have you heard of her some have,0
she s a choreographer and everybody knows her work she did cats and phantom of the opera she s wonderful,0
i used to be on the board of the royal ballet as you can see,1
gillian and i had lunch one day i said how did you get to be a dancer,0
it was interesting when she was at school she was really hopeless and the school in the s wrote to her parents and said we think gillian has a learning disorder she could not concentrate she was fidgeting,0
i think now they would say she had adhd wouldn t you,0
but this was the s and adhd had not been invented at this point it was not an available condition,1
people were not aware they could have that,1
anyway she went to see this specialist so this oak paneled room and she was there with her mother and she was led and sat on this chair at the end and she sat on her hands for minutes while this man talked to her mother about all the problems gillian was having at school because she was disturbing people her homework was always late and so on little kid of eight in the end the doctor went and sat next to gillian and said i ve listened to all these things your mother s told me i need to speak to her privately wait here we ll be back we will not be very long and they went and left her,0
but as they went out of the room he turned on the radio that was sitting on his desk and when they got out of the room he said to her mother just stand and watch her and the minute they left the room she was on her feet moving to the music and they watched for a few minutes and he turned to her mother and said mrs lynne gillian is not sick she s a dancer take her to a dance school,0
i said what happened she said she did i cannot tell you how wonderful it was we walked in this room and it was full of people like me people who could not sit still people who had to move to think who had to move to think,0
they did ballet they did tap jazz they did modern they did contemporary,0
she was eventually auditioned for the royal ballet school,0
she became a soloist she had a wonderful career at the royal ballet,0
she eventually graduated from the royal ballet school founded the gillian lynne dance company met andrew lloyd webber,0
she s been responsible for some of the most successful musical theater productions in history she is given pleasure to millions and she is a multimillionaire,0
somebody else might have put her on medication and told her to calm down,0
what i think it comes to is this al gore spoke the other night about ecology and the revolution that was triggered by rachel carson,0
i believe our only hope for the future is to adopt a new conception of human ecology one in which we start to reconstitute our conception of the richness of human capacity,0
our education system has mined our minds in the way that we strip mine the earth for a particular commodity and for the future it will not serve us,0
we have to rethink the fundamental principles on which we are educating our children,0
there was a wonderful quote by jonas salk who said if all the insects were to disappear from the earth within years all life on earth would end if all human beings disappeared from the earth within years all forms of life would flourish and he is right,0
what ted celebrates is the gift of the human imagination,0
we have to be careful now that we use this gift wisely and that we avert some of the scenarios that we have talked about and the only way we will do it is by seeing our creative capacities for the richness they are and seeing our children for the hope that they are and our task is to educate their whole being so they can face this future,0
by the way we may not see this future but they will and our job is to help them make something of it,0
thank you very much,0
this right here is the common hippopotamus hippopotamus amphibious,0
now for a long time it was assumed that the hippopotamus was related to the pig,0
i mean just look at it,0
but recently they figured out that their closest relatives are the cetaceans,0
the friggin whales and dolphins,1
not the manatee now that would have made too much sense,1
i mean a manatee looks like you made a hippo with build a bear but came up short on stuffing,1
now the manatee is related to the elephant,0
while the hippo is a whale that wasn t,1
anyway the ancestors of the hippos did not join the ancestors of the whales in the ocean,0
i have a guess why,0
they did not know how to swim,0
so they stayed in the kitty pool,1
and you know what,0
million years later they still do not know how to friggin swim,1
they really don t they fake it,1
they bounce along the bottom,0
and it is kind of cute,1
look they tuck in their little restangled things like a bunny rabbit,1
i mean for not knowing how to swim they are quite graceful,1
in part it is because they are sort of a perfect mixture of heavy and buoyant,0
they re heavy because they have these ultra dense bones,0
and that is good because without them they would have some buoyancy stability problems,0
but with all that fat in those big lungs they would roll around like a meat beach ball down there,1
but as it is it is almost perfect like they are walking on the moon,1
but the hippo is not fully aquatic it is semi aquatic which means it does it half ass literally,1
their face took a page from the crocodile and sort of rotated their eyes and nose up to the top,0
and this allows the hippo to hang out in the water looking like a creepy old man in a public pool,1
now being semi aquatic all this equipment has to work above and below,0
and i ll tell you you do not want to play guess that orifice with a hippo,1
here look at this one,0
you guess and then i ll show you what happens when it opens up,0
oh look it is just an eye,0
under the water they can keep their peepers open because they are protected by a transparent membrane,0
their nostrils look a bit like two hairy mud slugs singing opera,1
i know what you are thinking,0
that s a hole you could lose a fist in how they keep the water out,0
where the trick is when they are relaxed they are closed,0
this is similar to the dolphins blowhole which is just a pair of nostrils that joined up and went to the top,0
so every time they want to take a breath they have to flare their nostrils,0
is it just me here does that look like an evil muppet,1
the good thing is it helps keep the water out,0
sure once in a while you have to clear out the pipes but these remarkable nostrils allow the hippo to do something else,0
they can take their nap time under the water,0
look at that that is how you nap,0
they ever reflex which allows them to raise their head and take breaths all without waking up,0
now their ears do this little thing,0
i like to pretend that they are tiny wings and sometimes it is this little twirly motion,1
but this is something they do to get the water out their ears when they come up,0
and you got to keep those clear because there is a lot to listen for,0
and it is not just the sounds they make out of the water,0
some of science hippies threw some carrots into murky water and then listened as a science hippo tried to find them,1
the hippo made a series of clicks under the water sounded like this,0
i know what you are thinking that is a fart,1
they recorded a hippo fart and that would be embarrassing but no i think they ruled that out,1
but hippos seem to use clicks to echo locate like the dolphin do and they sound like farts,0
science,0
if the hippo is semi aquatic that means that it is also semi land dick during that summer word,1
now it is not land dick,1
it s not aqua dick jerry it is aquatic but if an hippo spend time on land it is,1
now you would think that they would live in a place that was wet out of the water like seattle or london,0
but no they live in the hottest shit places and that can be problematic in a couple of ways,1
first of all the pools dry out and then what are you,1
semi mud dick,1
jerry i did that for you,1
but secondly in the heat they have to keep that giant meat potato from overheating,1
they do not have sweat glands but they do look a bit sweaty do not they,0
that s because their skins are creaks amicus,0
the amicus has a reddish pigment in it called hypo sideric acid which turns brown as it dries out,0
this compound acts as a sunscreen but also can fight infection from microorganisms and it is another reason why you do not want to ride a hippo naked,1
curiosity stream is pretty amazing,0
i should know because i m a subscriber and i think you should be one too,0
listen after all that shorty short form pickles your brain you need to bathe in some nourishing long form content,0
you know get your head right again,0
curiosity stream is packed with thousands of smart and entertaining programs about science,0
history art true crime nature you know i like nature,0
look at all that nature but you did not even know there was that much nature,0
i ve been enjoying the series ancient yellowstone,0
it gets into some of the things you missed on that class trip,0
look at the geyser look at the geyser,0
you know that is all you want do your diet coke and mentos,0
now this is a deep dive,0
there s these crazy ancient microorganisms that live in those lava lamp things,0
and there is a big petrified forest up in there,0
who knew,0
you do,0
now,0
curiosity stream has been a long time sponsor of this program,0
you know why,0
because it is great value for great content,0
check it out,0
go to slash zfrank,0
because that is how old i am,0
use code zfrank to get off when you sign up,0
and that makes a great deal even better,0
try it today,0
i m a fan and happy to have them as a sponsor,0
where were we,0
oh right,0
for the most part hippos eat grasses and shrubbery,0
mostly at night but that footage sucks,0
they sort of use their lips to get at it,0
all that hardware up front is for fighting not eating,0
to chew they got to take it all the way back to where the little teeth are,0
these grasses are not that nutritious and they are hard to digest,0
so bacteria in the hippo s stomach ferment and break down those lawn clippings into something that the hippo can work with,0
after all that is been taken care of of course it comes out the other end,0
spectacularly,0
the hippo is not a modest pooper,1
not like a dog sort of looking around guiltily,1
it looks like a malfunctioning dodo toilet,1
the bedenhozzles on full blast,1
the thought is this is for scent marking because it helps disperse the scent,0
understatement,0
but here s the thing,0
hours a day or so they are sitting in a pool with a whole bunch of other hippos,0
you re shifting around a bit you do not always know what part of the hippo in front of you you are facing,1
and at some point someone s gonna have to go and it is a pain in the ass to get out get your flip flops,1
because the floor in the pool house toilet is always wet and you do not know from what,1
so if someone shits in the pool you could make a big deal out of it,1
or you could lean into it,1
and that is what the hippos did,0
make some lemonade out of those lemons,0
and by lemonade i mean shits soup,1
and by shits soup i mean shits soup with benefits,1
alright that sounds weird,1
with all the hippos pooping in the pool that is good news for all the things that like to eat poop,1
but as those creatures thrive they take oxygen out of the water,0
and this in turn makes the water resemble the insides of the hippos gut,1
and that means that those healthy bacteria that are living in the gut can come out and play,1
and suddenly the water s like a big shared gut,1
everyone s pooping in it and drinking it and officiating it,1
i mean it is good bacteria for everyone,1
it s like swimming in kombucha,1
or a compupcha,1
get it,1
kill me,1
and this can change entire ecosystems,0
the grass is hippozee er rich in silica,0
the silica gets used by diatoms,0
a kind of algae that encases itself in little glass houses,0
the diatoms can then out compete green algae,0
which is good because green algae blooms can choke out all the sunlight in the body of water,0
you want a nice healthy lake,0
have a hippo shit in it,1
who knew,0
but do not start thinking that hippos are just a group of mellow environmentalist river pooping hippies,1
they ve got some spunk to we do not use that word jerry,1
they ve got some attitude,0
i mean look at this one,0
it s chasing a freaking boat,0
they can gallop underwater,0
and look it is got a bigger wake than the boat,0
i mean they are not bad on land either,0
those dense bones they have can support all that weight even in a sprint,0
and in short stretches they can go miles an hour,0
i mean look at that thing,0
coming at you and that is a guaranteed pant load,1
now being a mucus covered giant bulldozer gives you some protection,1
but they also have a weaponized face,0
you know when somebody yawns and then like you have to yawn,0
imagine what it is like for the hippos because their yawn goes on for days,1
this mouth wide open gesture exposes their canine teeth which can be over two feet long,0
they never stop growing and they self sharpen by rubbing against each other,0
when you put all that together and you have a creature that really does not give a fuck look at this one,1
you know what he is doing,0
wait for it,0
he s fucking with a rhino,1
and the rhino does not know what the hell s going on,1
he s like you sure about this bro,1
and the hippo keeps at it until it does what you are not supposed to do,0
which is turn your backside to a pissed off rhino,1
look at that,0
right in the noodle,0
however most of the hippos profound tothidity is reserved for other hippos,0
a single alpha male has the exclusive right to mate with all the females in the pod,0
younger horny males hang out on the periphery and take out their sexual frustration on each other,1
now if you are having trouble figuring out who is who you are not alone,0
it turns out it is not that easy to tell the hippopotamuses from the hippopotamisters,1
come on that is amazing,0
well in this shot you can probably tell,0
and this is essentially what hippopornography looks like,1
it s why you do not see very much of it on your websites,0
i mean you might get a shot of a nostril here there but it is sort of boring,0
but i suppose do not judge until you have had a hippopotamus on top of yours,1
it s so bad,0
anyway that is how they do it and you know what happens next,0
this right here is a mummy hippo in the process of giving birth to a brand new baby,0
birth usually happens under the water and the baby needs to learn quick how to come up for air,0
it s not all that strong yet and it is still learning to hold its breath,0
so for the time being mummy helps out with the nudge before it sinks back down like a flesh rock,0
soon enough though it gets the hang of it,0
for the first months the mummy hippo will raise the baby away from the pod for reasons that will be painfully obvious,0
but for now this is about as sweet as a hippo relationship gets,0
i mean come on those babies are cute,0
and look at pygmy hippo babies,0
i mean that is off the charts,0
it s like a gummy bear come to life,1
but parenting out there is not all that easy,0
no behind that that is a crocodile hot,1
hot,1
oh for god s sakes,1
at this size the babies are still vulnerable to predators that would not take on a full grown hippo,0
so it is helpful to have a full grown hippo around,0
look at the animal watching the whole thing,0
like wildlife rubber necking,0
it s like suck it leopard,1
yeah suck oh shit they are leaving,1
it s a bit of an incredible adventure out there alone with your mother learning how best to hip a bottom,0
and after surviving leopards and lions and crocodiles it is time for them to go back and re enter the pod,0
which is perhaps more dangerous than all of what they have been through,0
now let us just say that our little friend made it back just fine,0
but to understand the hippopotamus you should know that many don t,0
if a new male is taken over the pod it will often kill returning pups,0
it s a sad thing but a true thing,0
and that is the thing with these hippos,0
they alternate between this sort of serene calm and sudden moments of extreme violence,0
but that sort of unpredictability might be the best way to stay alive,0
and they have stayed alive,0
big buckets of flesh among lions and leopards,0
and that is just how the hippo do,0
no jerry they are not using farts to echolocate,1
how do i know,0
for one what are they going to do,0
have a bean burrito three hours before they want to find a carrot,1
they cannot just fart on command jerry,1
and anyway they know it was not a fart,0
well i do not know,0
they look for bubbles jerry,0
do your magic sonar farts not make bubbles,1
no,1
no you cannot use my bathtub,1
idiot,1
so you might see something i ve been working on in the news this week a road map to pandemic resilience,0
and this is a four real thing that represents a consensus of people with every political belief and expertise like republicans and democrats and libertarians economists and health officials and ethics and civil liberties folks and at least one mathematician all agreeing,0
so there is a few ways we could respond to this pandemic,0
in the us we already closed down a lot of stuff for a while and it is hard,0
but now it looks like the curve is starting to flatten and we know it is going to keep falling in the near term and all of us want to get back to our lives,0
we do not know exactly what this side of the curve will look like,0
you ve probably seen versions that are optimistically symmetric but unrealistic,0
it ll probably look less like this and more like this which i modeled off of spain,0
okay so say we reopen soon and whoops that is not ideal,0
okay say less affected areas can reopen,0
new york is still closed and then some of us at least get a month of freedom and economic activity before we have to reshut down and do it all again,0
and again it would be a reopening roller coaster and it would at least spread out the cases but this plan has a lot of unknowns,0
it would not be back to business as usual when things are open because businesses will not be able to rely on each other to stay open or on their workers to not all fall sick at once,0
anywhere could be the next hotspot,0
it makes it hard to plan and hard to feel safe,0
so here s another way to respond,0
the plan that all these folks agree on is to reopen the economy this summer in four phases so that the curve keeps falling and we can stay open while protecting your health and civil liberties,0
there s three things we need to do this,0
number one is testing,0
we simply need more tests a lot more like millions a day and these tests will be fast,0
no one wants to wait days for their results,0
number two is tracing,0
contact tracing is how we let you know if there is a chance you have been exposed so you can get a test and find out fast whether you should isolate to stop it from spreading further,0
and number three is supported isolation,0
anyone who tests positive or is waiting for their results needs support isolate at home with health care supplies and job protections,0
so testing tracing supported isolation,0
it s possible but it takes resources,0
so we made our plan as epic as we needed to be to get this done responsibly this summer,0
okay so first is phase one,0
here s where we see the curve flatten and fall by giving our essential workers the support and care they need,0
of the economy is already open,0
thanks to essential workers like nurses grocery store workers utilities maintenance workers police and firefighters restaurant and delivery workers,0
they did not ask to be put on the front lines of this crisis but they have stepped up to the challenges,0
so in phase one we grow our resources to support those essential workers and turn our current limited economy into a pandemic resilient foundation,0
we ll hear from our neighbors and friends who work in delivery and law enforcement that thanks to testing and tracing they do not have to wonder anymore if they might be spreading the disease without even knowing it,0
and they do not have to worry about co workers having it without knowing it,0
when someone tests positive they get sick leave they have other worker protection so no one is worried about getting fired for being sick if they take a test,0
we ll hear from our elders and care facilities that now there is testing in place to make sure there is no chance for this disease to spread out of control,0
that goes for anyone in frequent contact with essential workers including folks in jails and prisons,0
some folks will be going through online training to fill in for essential workers maybe a teacher you know trained to do in home childcare to sub in for someone who is gotten ill and maybe a neighbor who has experienced caring for an elderly relative decides to take the course and is ready to fill in,0
how and where testing gets done might also depend on the community,0
we know that the best way to prevent spread is to find out who was in contact with someone who tests positive so that those people can get tested quickly and have results within hours,0
some communities already have networks of contact tracer that people trust to do this work in a way that protects their rights,0
while in some communities we might hear about people working together to build these networks,0
maybe some will use technology to help,0
the better we are at contact tracing the faster we can move on to phase two,0
but worst case we just have to make a lot more tests,0
because in phase one most of us are still isolating at home so we only need to produce enough tests to keep those essential workers safe,0
meanwhile we will hear about all the innovative ways communities and companies are expanding contact tracing and making it work to bring down the number of cases to where we can move to phase two,0
in phase two well we have got our stable foundation of,0
so now we expand essential workers to,0
communities will be empowered to put programs in place to train and hire more people in essential jobs lightening the burden on the current essential workforce,0
we ll be able to address supply chain problems,0
you can find toilet paper in stores and order pasta online again,0
we might see one city get more buses on the street and hire more folks to drive those buses so that expanded essential workers can get to their jobs safely without being in a crowded environment,0
another city without buses to spare might invest in hiring a set of workers to build out more public transit infrastructure,0
more people will get hired to serve in roles in unemployment and retraining so more people can access support,0
a doctor who is tested positive and has to isolate might teach courses on how to do a swab test,0
a contact tracer with years experience might partner with their county to start an online training program for contact tracers,0
maybe the bay area leans heavily on appassisted contact tracing,0
maybe la partners with an organization like unidos us to work with immigrants on community run contact tracing they trust,0
in a rural county like mine maybe we do most of our contact tracing the old fashioned way over the phone with one of our local figures that everyone already knows anyway and we can take a test at the old elementary school if we need to,0
maybe we apply for funding to expand our tiny hospital and there is a demand for construction workers to build it out,0
during this phase which will probably be most of june we can allow a relaxation of certain social distancing measures for those essential workers on the front lines,0
we ll still have to cancel large gatherings but the group of expanded essential workers can safely visit and support each other,0
we ll see restaurants that are currently doing takeout for the general population can be open to serve essential workers on site,0
if there is any question of exposure there is enough tests to find out and the health resources to respond as necessary,0
we ll see our friends and relatives in essential sectors go from stress and scared to secure and supported,0
before long of the population is part of a smoothly working pandemic resilient economy and so we move on to phase three,0
phase three is short and sweet,0
it gets our workforce back to though some of us will still be working from home,0
it lasts just a week or two and by the end there will be no corona induced unemployment,0
phase three is where non essential businesses like hair and nail salons work that cannot be done remotely will restart with safety precautions like public mask wearing,0
maybe a friend reopens his hair salon giving priority to essential workers in his community like doctors and bus drivers,0
he knows they are able to get testing if there is a chance they have been exposed so that if any of his clients do test positive he will be informed by a contact tracer that he should get tested too in case,0
he makes sure to only have one client in his shop at a time and take special precautions to clean down surfaces between clients,0
office workers and mathematicians like me will still be working from home in phase three and asked not to go out for just this next week or two but now i can get a home visit from a hair colorist or a massage therapist,0
i ll leave the on location visits for the workers who do not have the at home job security i have just until we have ramped up our supplies to where we can move on to phase four,0
phase three also increases support for the unemployed homeless and underhoused,0
this phase is probably early july so i ll be looking to my county for guidance on whether it is safe to have a small fourth of july gathering maybe keeping our distance outside on the porch or following other recommendations,0
and then at the end of july we enter phase four,0
the last of workers still working from home can start going to the office again,0
you might start going in just a few days a week after taking a test covered by insurance and then working from home for the rest of the week while a different group of workers has in office days,0
some industries might face things differently and different offices will make different decisions based on guidance and resources,0
we can plan for summer barbecues with our family and friends because we will have clear guidance about safety and access to tests,0
we can go to parks and go shopping wearing a mask without fear that coronavirus is lying in weight on every surface,0
a restaurant owner in new york where tables are usually spaced close together might have to reduce capacity but they are happy to have office workers able to dine out again,0
in my town maybe most restaurants have enough space that folks can keep a safe distance at about the usual capacity,0
maybe our local club replaces the dance floor with safely spaced bar tables and they hire local performers to give live shows so that they can charge a cover to make up for reduced capacity,0
in phase four students can go back to school,0
well it is probably summer vacation for most but some school districts might have summer classes where students can get out of the house and catch up on what they missed in spring,0
summer sports teams might have to get creative,0
football hockey and basketball coaches will be inventing and sharing drills that have reduced contact,0
parents might take turns attending games so that they can fill every other bleachers seat to maintain distance,0
there s enough tests that professional sports organizations can pay to have players tested every day to identify cases before they can spread meaning,0
you can expect to see televised sports again,0
we ll have enough tests for educational institutions to be able to get additional testing support like maybe my cousins college dorm is pretty crowded so they can expect to test more frequently if they want to stay there,0
in phase four life enters a comfortable new normal for the year before a vaccine with communities receiving up to date information on what is safe and the economy coming back into full swing,0
things will not be quite the same we will be wearing masks in public moving large events online and keeping a bit more distance than usual,0
but some of our investments will benefit us in the long term like expanding our public transportation and health infrastructure,0
our economy will be pandemic resilient not just for this pandemic but ready to hold strong against future attacks,0
throughout these four phases we are going to see communities being empowered to find creative ways to reopen in ways that are safe legal and supported with the healthcare infrastructure they need to do testing,0
trace those who have been exposed care for this sick and support those who must isolate at home,0
so you might be wondering how do we get these resources available for states and local governments to use,0
basically we need a pandemic testing board with strong but narrow powers to get the supply chain moving with to billion in funding over two years depending on how effectively we do contact tracing plus unexpanded health reserves,0
it s a wartime level investment that we are more than capable of and it costs a lot less than repeatedly shutting down the economy in both lives and money,0
we ve done our homework on this so check it out along with the body of supporting work if you are interested,0
and people across disciplines and ideologies agree on this plan,0
we can do this,0
you can do this,0
connect with your communities look for ways to be involved or create them where you are,0
this is for real and i ve never felt so encouraged and hopeful,0
everyone i ve worked with on this project has jumped in to say what can i do,0
how can i help,0
people who disagree on everything else and who would ordinarily refuse to be in a room together are working together on this,0
in ways i would have never ever expected possible,0
