text,humor,pred,result,good,bad,precision,accuracy,recall,F1
it needs a velocity a speed along the y axis,False,False,good,,,,,,
so let us call this vy and we will say that is zero,False,False,good,,,,,,
and we will write a function called jump which we will give it kind of this like instant force,False,False,good,,,,,,
so we are going to like push it up,False,False,good,,,,,,
so i m going to say this dot vy equals let us say like negative five,False,False,good,,,,,,
that s moving it up,False,False,good,,,,,,
and then i m going to write a function called move which says this dot y plus equals this dot vy,False,False,good,,,,,,
so what we should see now is if i say unicorn dot move and then if i add function key pressed and say if the key is the space bar unicorn dot jump,False,False,good,,,,,,
this really is basically the same as flappy birds so far,False,False,good,,,,,,
then we should see that velocity kick in,False,False,good,,,,,,
so i m always moving it based on whatever that velocity is,False,False,good,,,,,,
but the velocity is zero the speed is zero,False,False,good,,,,,,
but as soon as i say jump it sets the speed to negative five and we should start to see it move up,False,False,good,,,,,,
here we go,False,False,good,,,,,,
and i m moving along here,False,False,good,,,,,,
i m going to press space,False,False,good,,,,,,
there we go,False,False,good,,,,,,
ah goodbye unicorn,True,False,bad,,,,,,
see you later,True,False,bad,,,,,,
all right,False,False,good,,,,,,
so we need gravity,False,False,good,,,,,,
so we need some form of gravity which probably makes sense as a global variable but i m just going to since the gravity is really only going to affect the unicorn,False,False,good,,,,,,
i m going to put it in here,False,False,good,,,,,,
let s say it is a zero point five,False,False,good,,,,,,
so gravity is in a way a counteracting force,False,False,good,,,,,,
so no matter what it is doing the gravity is always adjusting the speed of the unicorn the acceleration basically,False,False,good,,,,,,
so what i can do now also in move is say this dot vy plus equal this dot gravity,False,False,good,,,,,,
however i do not want to ever let because now it is gone,False,False,good,,,,,,
i do not want to ever let the unicorn fall off the bottom,False,False,good,,,,,,
it should be basically a ground level,False,False,good,,,,,,
so i m going to do that,False,False,good,,,,,,
so let us make this a size,False,False,good,,,,,,
let s say r equals,False,False,good,,,,,,
so we are going to kind of use that for all the parts where we are drawing,False,False,good,,,,,,
and then i m also going to say i m going to have a constraint,False,False,good,,,,,,
so i m going to say this dot y equals constraint,False,False,good,,,,,,
it s current y value between zero and really where it is sitting at the bottom which is also height minus this dot r so it is stuck there,False,False,good,,,,,,
and now if i press oops press space you can see it jumps,False,False,good,,,,,,
now that is a very measly little jump,True,True,good,,,,,,
we need to be able to jump much more,False,False,good,,,,,,
so let us set this to like,False,False,good,,,,,,
and let us see what happens,False,False,good,,,,,,
okay,False,False,good,,,,,,
that s too much,True,False,bad,,,,,,
let s just set it to,False,False,good,,,,,,
maybe i need to make the gravity stronger too,False,False,good,,,,,,
so there is going to be a lot of fine tuning of this,False,False,good,,,,,,
but let us just do that,False,False,good,,,,,,
and let me set this to,False,False,good,,,,,,
whoops,True,False,bad,,,,,,
and maybe let us set the gravity to two,False,False,good,,,,,,
there we go,False,False,good,,,,,,
this feels a bit more like the dinosaur game,False,False,good,,,,,,
so this is kind of sad,True,False,bad,,,,,,
let s make our unicorn look a little bit more exciting,False,False,good,,,,,,
let s load an image,False,False,good,,,,,,
so i have on the desktop here i have some images,False,False,good,,,,,,
i have a background which will be the background of the game,False,False,good,,,,,,
i have a unicorn,False,False,good,,,,,,
this will be the character with a little angry equal sign sitting on it,False,False,good,,,,,,
and then the train will be the thing and has to jump over,False,False,good,,,,,,
so let s so what i m going to do here is i m going to add these files,False,False,good,,,,,,
i m going to add file,False,False,good,,,,,,
and i m going to drag them in to the web editor,False,False,good,,,,,,
it uploaded all of them,False,False,good,,,,,,
and then in here i m going to add preload,False,False,good,,,,,,
and i m going to have let you image let t image and let background image,False,False,good,,,,,,
and let us load all those,False,False,good,,,,,,
u image equals load image unicorn png,False,False,good,,,,,,
and we are doing the same,False,False,good,,,,,,
for t image and background image this is train,False,False,good,,,,,,
and this is background,False,False,good,,,,,,
let s change the background to ooh,False,False,good,,,,,,
so what did i get wrong here,False,False,good,,,,,,
background is actually a jpeg,False,False,good,,,,,,
so let us have the background now be background image,False,False,good,,,,,,
there we go,False,False,good,,,,,,
and let us have the unicorn,False,False,good,,,,,,
where is it be,False,False,good,,,,,,
i m going to say image unicorn image,False,False,good,,,,,,
there we go,False,False,good,,,,,,
it s so tiny,True,False,bad,,,,,,
oh it is not pixelated,True,False,bad,,,,,,
it s so sad,True,False,bad,,,,,,
let s change this to,False,False,good,,,,,,
that s but it is x value should not be here,False,False,good,,,,,,
there we go,False,False,good,,,,,,
so there is our jumping unicorn,True,False,bad,,,,,,
this is not a lot of screen real estate to work with,False,False,good,,,,,,
so let me actually load a background image that is pixels wide which i think will be a little better than,False,False,good,,,,,,
all right my unicorn can jump,False,False,good,,,,,,
and i ve made the background a little wider which means now i need obstacles for it to jump over,False,False,good,,,,,,
and those are going to be little train things,False,False,good,,,,,,
so i m going to make another class call it a train,False,True,bad,,,,,,
choo choo,True,False,bad,,,,,,
i m going to give that a constructor,False,False,good,,,,,,
these will have also an x and a y,False,False,good,,,,,,
so the x will be it is going to start off the edge,False,False,good,,,,,,
and the y will be actually also at the bottom,False,False,good,,,,,,
so height minus i ll give it a size,False,False,good,,,,,,
and this dot r will be,False,False,good,,,,,,
and then so now i need a show function,False,False,good,,,,,,
and that i m going to draw as an image like fingers are in the wrong place the train image at x and y,False,False,good,,,,,,
this dot r this dot r and let us also add a move function,False,False,good,,,,,,
and we will say this dot x minus equals,False,False,good,,,,,,
and so the train so this is a weird thing,False,False,good,,,,,,
it s supposed to be oh this is going to be a problem,False,False,good,,,,,,
my fixed background is going to make this visually a problem,False,False,good,,,,,,
and people on the chat are saying parallax background please,False,False,good,,,,,,
all right so maybe i m going to get to that,False,False,good,,,,,,
this is going to end up being a longer video if i implement that,False,False,good,,,,,,
but really the unicorn is moving,False,False,good,,,,,,
so the unicorn is moving but the x stays fixed,False,False,good,,,,,,
the trains well the trains could be moving if they are trains,True,False,bad,,,,,,
that s weird,True,False,bad,,,,,,
but they are supposed to be cactuses cacti,True,False,bad,,,,,,
they re standing still and the unicorn is just approaching them,False,False,good,,,,,,
but we are seeing it from the unicorns point of view,False,False,good,,,,,,
oh i ve really botched this,False,True,bad,,,,,,
but what i m going to do is just move them by the whole scene is scrolling by three pixels,False,False,good,,,,,,
and we will figure out if we can parallax the background maybe later,False,False,good,,,,,,
what do i even mean by parallax to make it appear as if the background is changing but often the distance so it is sort of moving at a different speed,False,False,good,,,,,,
but for now let us just do this,False,False,good,,,,,,
let s create an array called trains,False,False,good,,,,,,
and we are going to say train in setup,False,False,good,,,,,,
well actually you know what we are going to do in draw,False,False,good,,,,,,
we re just going to randomly,False,False,good,,,,,,
we re going to pick a random number between and,False,False,good,,,,,,
and we will say of the time we are going to say trains push,False,False,good,,,,,,
we re going to add a new train,False,False,good,,,,,,
so it is going to be irregular,False,False,good,,,,,,
this is different than the flappy bird i made where the i think the pipes maybe it was a regular,False,False,good,,,,,,
i thought the pipes were regular intervals,False,False,good,,,,,,
now there is a random chance of adding a new train,False,False,good,,,,,,
and then all of the trains that exist we are going to say four all of the train the dodged say t in trains,False,False,good,,,,,,
i m going to say t dot move t dot show,False,False,good,,,,,,
all right let us see what happens,False,False,good,,,,,,
do we have a train,False,False,good,,,,,,
maybe i better increase this,False,False,good,,,,,,
oh there we go,False,False,good,,,,,,
oh look at that,False,False,good,,,,,,
all right they are moving,False,False,good,,,,,,
they re kind of slow,False,False,good,,,,,,
i m going to jump over it,False,False,good,,,,,,
ok let us make them move a little faster,False,False,good,,,,,,
so we have got some tweaking we have got to do,False,False,good,,,,,,
whoa this is a nice way,True,True,good,,,,,,
now look my unicorn can fly,True,False,bad,,,,,,
so i need to fix the fact i need to not allow my unicorn to fly right,True,True,good,,,,,,
i should only be able to jump if i m at the bottom,False,False,good,,,,,,
so let us fix that,False,False,good,,,,,,
so to do that i need to go into unicorn,False,False,good,,,,,,
and in the jump function i should only be allowed to jump if i m sitting at the bottom,False,False,good,,,,,,
so in other words if y is oh well if i m at the bottom,False,False,good,,,,,,
so as long as y is equal to is this really going to work,False,False,good,,,,,,
i do not like to use equal checks,False,False,good,,,,,,
but this is by definition sitting at the bottom,False,False,good,,,,,,
so only if i m sitting at the bottom can i jump,False,False,good,,,,,,
so if y is equal to that spot let us see if that works,False,False,good,,,,,,
so jump oops jump,True,False,bad,,,,,,
oh this dot y,False,False,good,,,,,,
come on trains,True,False,bad,,,,,,
oh yeah yep i can only jump when i m at the bottom,False,False,good,,,,,,
all right so that works,False,False,good,,,,,,
so that fixed,False,False,good,,,,,,
i think i need to be able to jump quite a bit higher,False,False,good,,,,,,
let s try,False,False,good,,,,,,
should really use like a slider or something,False,False,good,,,,,,
there we go,False,False,good,,,,,,
i think this is going to make the game more possible to win,False,False,good,,,,,,
there s too many trains,True,False,bad,,,,,,
too many trains,True,False,bad,,,,,,
one thing that is bothering me is the trains are going in front of the unicorn,False,False,good,,,,,,
i know that does not really matter,False,False,good,,,,,,
so much,False,False,good,,,,,,
it s really does not matter,False,False,good,,,,,,
but i kind of would prefer them to be behind,False,False,good,,,,,,
so i m going to move this here,False,False,good,,,,,,
i m also going to make the game a little easier to play,False,False,good,,,,,,
i m going to reduce the number of trains,False,False,good,,,,,,
so there is going to be a much lower probability of there being a train,False,False,good,,,,,,
let s see if i can actually play this game somewhat successfully even though i m not doing the collision checking yet,False,False,good,,,,,,
no,False,False,good,,,,,,
i think if the trains move faster it would actually make it easier,False,False,good,,,,,,
so let us actually double the speed of the trains,False,False,good,,,,,,
all right,False,False,good,,,,,,
this looks like this game is now possible to play,False,False,good,,,,,,
but i need to add collision detection,False,False,good,,,,,,
so i ve done this before in plenty of other coding challenges,False,False,good,,,,,,
there s a pretty simple algorithm to just check if two rectangles are intersecting with each other or not,False,False,good,,,,,,
i can just check their x s and y,False,False,good,,,,,,
they re basically all of the edges the left the right the top the bottom against each other,False,False,good,,,,,,
but this is a nice opportunity for me to just explore a library that is out there in the world,False,False,good,,,,,,
and this library is called p collide d,False,False,good,,,,,,
and it actually has a function that it called collide rectangle rectangle,False,False,good,,,,,,
and it will give me a boolean variable if i give it the x y with height of one rectangle and the x y with height of another rectangle,False,False,good,,,,,,
so let us actually just use this library,False,False,good,,,,,,
this is also a nice excuse for me to show you that github is now integrated with something called jsdeliver,False,False,good,,,,,,
so this is an open source content delivery network meaning if a javascript file is hosted on github i do not have to download that file and then add it to my project,False,False,good,,,,,,
i can just link to it,False,False,good,,,,,,
so i m going to go over here to github,False,False,good,,,,,,
there s lots of different ways here that i can reference a file on github,False,False,good,,,,,,
i think the easiest way for what i m doing right now is just to reference its path,False,False,good,,,,,,
and here s an example path,False,False,good,,,,,,
so i m going to go over here to index html,False,False,good,,,,,,
i m going to add another script tag,False,False,good,,,,,,
i m going to say script source equals,False,False,good,,,,,,
i m going to paste that in closed script,False,False,good,,,,,,
but this is not the path that i want,False,False,good,,,,,,
i want the username which is b m o r e n and then i want the path to let us get the minified version of the library,False,False,good,,,,,,
and that would just be this right there in the root directory,False,False,good,,,,,,
so now i m just referencing that file,False,False,good,,,,,,
let s see if that works,False,False,good,,,,,,
this is actually not correct,False,False,good,,,,,,
i m referencing the cdn url the username but i also need the repo name,False,False,good,,,,,,
so that should be p collide d slash this,False,False,good,,,,,,
so this should now work,False,False,good,,,,,,
and i should be able to use the collide function,False,False,good,,,,,,
so i m going to use this collide rectangle rectangle,False,False,good,,,,,,
let me just call this in draw to see if that works,False,False,good,,,,,,
and it does not give me an error,False,False,good,,,,,,
great,True,True,good,,,,,,
no error,True,False,bad,,,,,,
and so now i can check when i m going through all of the trains if unicorn hits t console log game over,False,False,good,,,,,,
so console log game over,False,False,good,,,,,,
and then i m actually going to say no loop,False,True,bad,,,,,,
so i m just going to actually stop the sketch shut down the sketch completely which is not a really thoughtful user experience design choice,False,False,good,,,,,,
but it is what i m going to do for right now,False,False,good,,,,,,
and then i just need to add a function here called hits and receives a train,False,False,good,,,,,,
and i can use this function which i need this x this y this r this r,False,False,good,,,,,,
and then i need exactly the same thing but with that particular train,False,False,good,,,,,,
so instead of this i m checking this rectangle with this trains rectangle,False,False,good,,,,,,
and i m going to put this in a variable called collide,False,False,good,,,,,,
and i m going to say if i am going to return that,False,False,good,,,,,,
i can actually you know what,False,False,good,,,,,,
i m just returning this,False,False,good,,,,,,
return that,False,False,good,,,,,,
so return the true or false result of this collide function from that library,False,False,good,,,,,,
and now let us run the game,False,False,good,,,,,,
i ll wait for our first train,False,False,good,,,,,,
game over,False,False,good,,,,,,
let s see if i can play it now,False,False,good,,,,,,
oh there are so many trains oh well you are hooked,True,False,bad,,,,,,
let s make the train a little bit smaller,False,False,good,,,,,,
and actually let us make the unicorn smaller as well,False,False,good,,,,,,
hopefully this will help,False,False,good,,,,,,
all right let us draw the box,False,False,good,,,,,,
let s debug this a little bit by drawing the box like very subtly,False,False,good,,,,,,
so let us draw a very slight rectangle,False,False,good,,,,,,
this is what we are actually checking,False,False,good,,,,,,
there we go,False,False,good,,,,,,
it helps to see the full box,False,False,good,,,,,,
come on trains,False,False,good,,,,,,
spawning a train with a mouse click would be a good idea,False,False,good,,,,,,
ok we lost,False,False,good,,,,,,
all right so there is obviously a lot of gameplay improvements that need to happen here,False,False,good,,,,,,
one is i could be more thoughtful about you can see how there is some wasted space here,False,False,good,,,,,,
i should crop the image and the actual rectangle a little bit smaller,False,False,good,,,,,,
i could consider using a circle,False,False,good,,,,,,
i could use a more complex shape,False,False,good,,,,,,
but this is good enough for right now,False,False,good,,,,,,
let s actually make it,False,False,good,,,,,,
i could also just click the mouse in order to start a train that actually might help things,False,False,good,,,,,,
but let me comment out this,False,False,good,,,,,,
and what i want to do just before i go before i finish saying you are going to make a version of this with a score and all sorts of nicer things and sounds,False,False,good,,,,,,
but i ve got to finish this off,False,False,good,,,,,,
i ve got to finish this video,False,False,good,,,,,,
i want to control the train with my voice,False,False,good,,,,,,
so to do that i m going to use ml js which has a speech commands machine learning model built into this javascript library,False,False,good,,,,,,
so i made a whole separate video about this particular pre trained model and how it works,False,False,good,,,,,,
so i m just going to add it pretty quickly into this video,False,False,good,,,,,,
you can go watch the other one for more details,False,False,good,,,,,,
but if you are looking for the documentation if i click on reference and go to sound classifier this is what i m looking at doing,False,False,good,,,,,,
so all i need to first thing i need to do is well actually one thing i need to do is i need to go to get started,False,False,good,,,,,,
and i need to get a script tag to be able to reference the library,False,False,good,,,,,,
so i want to add the ml library,False,False,good,,,,,,
so i m copying this,False,False,good,,,,,,
i m going here to index the html,False,False,good,,,,,,
so in addition to p cly d i m now adding ml,False,False,good,,,,,,
and i m going to go here,False,False,good,,,,,,
and i m going to in preload,False,False,good,,,,,,
i m going to do let sound classifier create a variable in preload,False,False,good,,,,,,
i m going to say sound classifier equals ml sound classifier,False,False,good,,,,,,
and the model i m loading is called speech commands w,False,False,good,,,,,,
because this is a model that is been trained to recognize particular words,False,False,good,,,,,,
zero the digits zero through nine up down left right and a few other ones that are documented on this ml webpage,False,False,good,,,,,,
let s go look that up real quick,False,False,good,,,,,,
so if i go back to sound classifier up down left right go stop yes no,False,False,good,,,,,,
so those are the words it is trained to recognize,False,False,good,,,,,,
and i actually also want to get this probability threshold,False,False,good,,,,,,
so i m going to add this in here because i want it to be really sure i m saying jump,False,False,good,,,,,,
so i m going to make this,False,False,good,,,,,,
this means it is got to be sure,False,False,good,,,,,,
the confidence score that is coming from that particular model,False,False,good,,,,,,
and how that model was trained and there is all the paper you can read,False,False,good,,,,,,
and i ve talked about that more in the other video,False,False,good,,,,,,
so now that i have that in setup i can say sound classifier classify then i can get a function,False,False,good,,,,,,
i m going to call it got word,False,False,good,,,,,,
we re got command,False,False,good,,,,,,
let s call it got command,False,False,good,,,,,,
so this is a callback function that is going to trigger any time it gets a command,False,False,good,,,,,,
it gets an error first error first callbacks and then the results,False,False,good,,,,,,
so i m just going to say if there is an error i m just going to console error the error,False,False,good,,,,,,
otherwise if results index dot label,False,False,good,,,,,,
so results as an array with labels and confidence scores,False,False,good,,,,,,
the labels are the words,False,False,good,,,,,,
and what i m looking for is the word up,False,False,good,,,,,,
if that label is up then unicorn jump,False,False,good,,,,,,
so this is a really quick way of me looking for a particular keyword from that library,False,False,good,,,,,,
and i m also just going to console log results index dot label,False,False,good,,,,,,
just to see if i m getting other words also,False,True,bad,,,,,,
and we might as well log the confidence score just so we can see that,False,False,good,,,,,,
that might be good for debugging as well,False,False,good,,,,,,
so now that i ve logged those two things i m going to run this sketch,False,False,good,,,,,,
shoot,True,False,bad,,,,,,
but you can see it got up,False,False,good,,,,,,
i m going to add the thing where i click the mouse and i can give myself a train,False,False,good,,,,,,
and in fact let us comment out the random trains,False,False,good,,,,,,
also i really should be more thoughtful about how i m picking the train,False,False,good,,,,,,
like when the train should come like maybe there is a minimum distance between them,False,False,good,,,,,,
if i ve just added one can i have a longer train with other train cars,False,False,good,,,,,,
i do not know what is going on here,False,False,good,,,,,,
there s a lot of narrative flaws in what is going on here,True,False,bad,,,,,,
but i m just going to add one myself,False,False,good,,,,,,
up,False,False,good,,,,,,
yes,False,False,good,,,,,,
up,False,False,good,,,,,,
shoot,False,False,good,,,,,,
all right,False,False,good,,,,,,
everyone is making the suggestion in the chat that i should change it to a circle,False,False,good,,,,,,
so that ll actually kind of be like around it,False,False,good,,,,,,
it ll give me a little wiggle room along the edges and make the intersection happen a little less often,False,False,good,,,,,,
so let us actually go ahead and do that,False,False,good,,,,,,
so i m going to go into where the only place where i m doing this collision detection is where in the unicorn under hits,False,False,good,,,,,,
so i m going to change this to collide circle circle collide circle circle and circle to circle assumes ellipse mode center,False,False,good,,,,,,
so i m going to have to think of the circle as the center point of the object which is not a big deal,False,False,good,,,,,,
so the way that i m going to do that let us make some separate variables,False,False,good,,,,,,
let s say x equals this dot x plus this dot r times,False,False,good,,,,,,
so this would be the middle,False,False,good,,,,,,
this is the middle,False,False,good,,,,,,
and then r is the diameter of the circle,False,False,good,,,,,,
so that is fine,False,False,good,,,,,,
this is y,False,False,good,,,,,,
and then x y is the train,False,False,good,,,,,,
train dot x train dot y train dot r train dot r and so now i want collide circle circle x y and then x y,False,False,good,,,,,,
the question is is r for actually the radius or is it the diameter,False,False,good,,,,,,
does it say circle diameter circle diameter,False,False,good,,,,,,
so i m good,False,False,good,,,,,,
all right so let us try this,False,False,good,,,,,,
and then this should really be oh this is kind of unfortunate,False,False,good,,,,,,
this should now be an ellipse,False,False,good,,,,,,
oh you know what i can just do,False,False,good,,,,,,
i can say ellipse mode corner perfect,False,False,good,,,,,,
so let us draw the hit circles under train,False,False,good,,,,,,
let s do the same thing here and say ellipse there,False,False,good,,,,,,
so this should now we should see,False,False,good,,,,,,
here we go,False,False,good,,,,,,
that s what it is going to do,False,False,good,,,,,,
ok here we go,False,False,good,,,,,,
oh after click,False,False,good,,,,,,
oh what happened,False,False,good,,,,,,
all right i passed r in twice which is very unnecessary,False,True,bad,,,,,,
you just give it the diameter not the radius even though i m calling it r once,False,False,good,,,,,,
and let us see what happens,False,False,good,,,,,,
ok here we go,False,False,good,,,,,,
jump,False,False,good,,,,,,
why is my browser really freaking out,True,False,bad,,,,,,
let s comment out the debugging,False,False,good,,,,,,
we re just going to go for it now,False,False,good,,,,,,
we re going to play this game and close this tab,False,False,good,,,,,,
quick chrome,True,False,bad,,,,,,
we re about to play this game,True,False,bad,,,,,,
oh up,True,False,bad,,,,,,
it s up,True,False,bad,,,,,,
i m saying jump,True,False,bad,,,,,,
so up,True,False,bad,,,,,,
yeah there we go,False,False,good,,,,,,
up,True,False,bad,,,,,,
up,True,False,bad,,,,,,
up,True,False,bad,,,,,,
all right ready everyone,True,False,bad,,,,,,
up,True,False,bad,,,,,,
up,True,False,bad,,,,,,
up,True,False,bad,,,,,,
up,True,False,bad,,,,,,
up,True,False,bad,,,,,,
up,True,False,bad,,,,,,
up,True,False,bad,,,,,,
up,True,False,bad,,,,,,
up,True,False,bad,,,,,,
look at me,True,False,bad,,,,,,
i guess i cannot use the music,True,False,bad,,,,,,
up,True,False,bad,,,,,,
up,True,False,bad,,,,,,
up,True,False,bad,,,,,,
ah,True,False,bad,,,,,,
all right everyone,False,False,good,,,,,,
thus ends this coding challenge,False,False,good,,,,,,
there are so many things that need to be added to this,False,False,good,,,,,,
number one the narrative is makes no sense,False,False,good,,,,,,
why is there this unicorn standing still,False,False,good,,,,,,
without any animation,False,False,good,,,,,,
the trains are coming at it,False,False,good,,,,,,
the background should be sort of like in parallax moving,False,False,good,,,,,,
so probably it should be jumping over,False,False,good,,,,,,
i should have just used cacti,False,False,good,,,,,,
that s the plural of cactus right,True,False,bad,,,,,,
there s no score,False,False,good,,,,,,
there s no birds flying,False,False,good,,,,,,
you could add a flying asterisk,False,False,good,,,,,,
i m going to when i upload this i m going to include when i when this video publishes and with the code i will include a lot of the coding train characters which are designed by jason heggland so i m going to include a whole bunch of those,False,False,good,,,,,,
if people want to make a version of this game that we can all play online with speech commands,False,False,good,,,,,,
let me try this,False,False,good,,,,,,
i m going to just say goodbye by trying this one more sentence,False,False,good,,,,,,
yes alka is pointing out that speech detection i behind the browser might be lower latency but let us try this one more time,False,False,good,,,,,,
up,False,False,good,,,,,,
up,False,False,good,,,,,,
up,False,False,good,,,,,,
up,False,False,good,,,,,,
up,False,False,good,,,,,,
up,False,False,good,,,,,,
up,False,False,good,,,,,,
oh okay,False,False,good,,,,,,
goodbye everyone,False,False,good,,,,,,
thank you very much,False,False,good,,,,,,
and see you later on a future coding challenge,False,False,good,,,,,,
how are you,False,False,good,,,,,,
it s been great is not it,False,False,good,,,,,,
it s been blown away by the whole thing,False,False,good,,,,,,
in fact i m leaving,True,False,bad,,,,,,
there were three themes running through the conference and i m going to talk about one is the extraordinary evidence of human creativity in all of the presentations that we have had and in all the people here,False,False,good,,,,,,
just the variety of it and the range of it,False,False,good,,,,,,
the second is that it is put us in a place where we have no idea what is going to happen in terms of the future,False,False,good,,,,,,
no idea how this may play out,False,False,good,,,,,,
i have an interest in education,False,False,good,,,,,,
actually what i find is everybody has an interest in education,False,False,good,,,,,,
i find this very interesting,False,False,good,,,,,,
if you do that at a dinner party and you say you work in education actually you are not often at dinner parties frankly if you work in education you are not asked and you will never ask back curiously,True,False,bad,,,,,,
but if you are and you say to somebody what do you do and you say you work in education you can see the blood run from their face they re like oh my god why me my one night out all week,True,True,good,,,,,,
but if you ask their education they pin you to the wall because it is one of those things that goes deep with people am i right religion and money,False,False,good,,,,,,
i have a big interest in education i think we all do,False,False,good,,,,,,
we have a huge vested interest in it partly because it is education that is meant to take us into this future that we cannot grasp if you think of it children starting school this year will be retiring in nobody has a clue,False,True,bad,,,,,,
despite all the expertise that is been on parade for the past four days what the world will look like in five years time and yet we are meant to be educating them for it so the unpredictability i think is extraordinary,False,False,good,,,,,,
and the third part of this is that we have all agreed nonetheless on the really extraordinary capacities that children have their capacities for innovation,False,False,good,,,,,,
i mean serena last night was a marvel wasn t she just seeing what you could do and she is exceptional but i think she is not so to speak exceptional in the whole of childhood,False,False,good,,,,,,
and you have there is a person of extraordinary dedication who found a talent,False,False,good,,,,,,
and my contention is all kids have tremendous talents and we squander them pretty ruthlessly,False,False,good,,,,,,
so i want to talk about education and i want to talk about creativity my contention is that creativity now is as important in education as literacy and we should treat it with the same status,False,False,good,,,,,,
thank you that was it thank you very much,True,False,bad,,,,,,
so minutes left,True,False,bad,,,,,,
well i was born,True,False,bad,,,,,,
no the,True,False,bad,,,,,,
i had a great story recently,False,False,good,,,,,,
i love telling it,False,False,good,,,,,,
i have a little girl who was in a drawing lesson she was six and she was at the back drawing and the teacher said this little girl hardly ever paid attention and in this drawing lesson she did and the teacher was fascinated she went over to and she said what are you drawing and the girl said i m drawing a picture of god and the teacher said but nobody knows what god looks like and the girl said they will in a minute,True,False,bad,,,,,,
okay,False,False,good,,,,,,
when,False,False,good,,,,,,
when my son was four in england actually he was four everywhere to be honest i mean for being strict about it wherever he went he was four out here,True,False,bad,,,,,,
but he was in the nativity play,False,False,good,,,,,,
do you remember the story,False,False,good,,,,,,
no it was big,False,False,good,,,,,,
it was big story,False,False,good,,,,,,
mel gibson at the sequel you may have seen it,False,False,good,,,,,,
nativity too,False,False,good,,,,,,
james got the part of joseph which we were thrilled about we consider this to be one of the lead parts,False,False,good,,,,,,
we had the place crammed full of agents in t shirts,False,False,good,,,,,,
james robinson is joseph,False,False,good,,,,,,
he did not have to speak,False,False,good,,,,,,
but you know where the three kings come in they come in bearing gifts and they bring gold frankincense and meh,False,False,good,,,,,,
this really happened,False,False,good,,,,,,
we re sitting there,False,False,good,,,,,,
and they,False,False,good,,,,,,
i think just went out of sequence,False,False,good,,,,,,
because we talked to little boy afterwards and said you know you are okay with that,False,False,good,,,,,,
and they said yeah why was that wrong,False,False,good,,,,,,
they just switched,False,False,good,,,,,,
i think it was it,False,False,good,,,,,,
anyway the three boys came in little four year olds with two towns on their heads and they put these boxes down i bring you gold and the second boy said i bring you mayor and the third boy said frank sent this,True,False,bad,,,,,,
well these things having in common is that kids will take a chance you know if they do not know they will have a go am i right,False,False,good,,,,,,
they re not frightened of being wrong now i do not mean to say that being wrong is the same thing as being creative what we do know is if you are not prepared to be wrong you will never come up with anything original if you are not prepared to be wrong,False,False,good,,,,,,
and by the time they get to be adults most kids have lost that capacity they have become frightened of being wrong,False,False,good,,,,,,
and we run our companies this by the way,False,False,good,,,,,,
we stigmatize mistakes,False,False,good,,,,,,
and we are now running national education systems where mistakes are the worst thing you can make and the result is that we are educating people out of their creative capacities,False,False,good,,,,,,
picasso once said this he said that all children are born artists the problem is to remain an artist as we grow up,True,False,bad,,,,,,
i believe this passionately that we do not grow into creativity we grow out of it or rather we get educated out of it so why is this,True,False,bad,,,,,,
i lived in stratford on avon until about five years ago we moved from stratford to los angeles so you can imagine what a seamless transition you know this was from,True,False,bad,,,,,,
actually we lived in a place called sinisterfield just outside stratford which is where shakespeare s father was born,False,False,good,,,,,,
are you struck by a new thought i was,False,False,good,,,,,,
you do not think of shakespeare having a father do you do you,True,False,bad,,,,,,
because you do not think of shakespeare being a child shakespeare being seven i never thought of it i mean he was a seven at some point he was in somebody s english class was not he,True,False,bad,,,,,,
being sent to bed by his dad to shakespeare go to bed now to william shakespeare and put the pencil down and stop speaking like that it s confusing everybody,True,False,bad,,,,,,
anyway we moved from stratford to los angeles and i just want to say a word about the transition actually my son did not want to come,False,True,bad,,,,,,
i ve got two kids he is now my daughter s,False,False,good,,,,,,
he did not want to come to los angeles,False,False,good,,,,,,
he loved it but he had a girlfriend in england this was the love of his life sarah he d known her for a month,True,False,bad,,,,,,
mind you they would had their fourth anniversary because it is a long time when you are,False,True,bad,,,,,,
he was really upset on the plane he said i ll never find another girl like sarah and we were rather pleased about that frankly because she was the main reason we were leaving the country,True,False,bad,,,,,,
but something strikes you when you move to america and travel around the world every education system on earth has the same hierarchy of subjects every one doesn t matter where you go you d think it would be otherwise but it isn t at the top are mathematics and languages then the humanities at the bottom are the arts everywhere on earth,False,False,good,,,,,,
and in pretty much every system too there is a hierarchy within the arts art and music are normally given a higher status in schools than drama and dance,False,False,good,,,,,,
there is not an education system on the planet that teaches dance every day to children the way we teach them mathematics why why not,False,False,good,,,,,,
i think this is rather important,False,False,good,,,,,,
i think math is very important but so is dance,False,False,good,,,,,,
children dance all the time if they are allowed to we all do,False,False,good,,,,,,
we all have bodies do not we did i miss a meeting,True,False,bad,,,,,,
truthfully what happens is as children grow up we start to educate them progressively from the waist up and then we focus on their heads and slightly to one side,False,False,good,,,,,,
if you were to visit education as an alien and say what s it for public education,False,False,good,,,,,,
i think you would have to conclude if you look at the output who really succeeds by this who does everything they should who gets all the brownie points who are the winners i think you would have to conclude the whole purpose of public education throughout the world is to produce university professors isn t it,False,False,good,,,,,,
they re the people who come out the top and i used to be one so there,True,False,bad,,,,,,
