Unnamed: 0,text,humor,pred,result,good,bad,accuracy
8,"There's no way to assess the magnitude of a tragedy like Columbine, especially when it can be a blueprint for other shooters who go on to commit atrocities of their own.",,False,bad,,,
9,"Columbine was a tidal wave, and when the crash ended, it would take years for the community and for society to comprehend its impact.",,False,bad,,,
10,It has taken me years to try to accept my son's legacy.,,False,bad,,,
11,The cruel behavior that defined the end of his life showed me that he was a completely different person from the one I knew.,,False,bad,,,
12,"Afterwards people asked, ""How could you not know?",,True,bad,,,
13,"What kind of a mother were you?""",,True,bad,,,
14,I still ask myself those same questions.,,False,bad,,,
15,"Before the shootings, I thought of myself as a good mom.",,False,bad,,,
16,"Helping my children become caring, healthy, responsible adults was the most important role of my life.",,False,bad,,,
17,"But the tragedy convinced me that I failed as a parent, and it's partially this sense of failure that brings me here today.",,False,bad,,,
18,"Aside from his father, I was the one person who knew and loved Dylan the most.",,False,bad,,,
19,"If anyone could have known what was happening, it should have been me, right?",,False,bad,,,
20,But I didn't know.,,False,bad,,,
21,"Today, I'm here to share the experience of what it's like to be the mother of someone who kills and hurts.",,False,bad,,,
22,"For years after the tragedy, I combed through memories, trying to figure out exactly where I failed as a parent.",,False,bad,,,
23,But there are no simple answers.,,False,bad,,,
24,I can't give you any solutions.,,False,bad,,,
25,All I can do is share what I have learned.,,False,bad,,,
26,"When I talk to people who didn't know me before the shootings, I have three challenges to meet.",,False,bad,,,
27,"First, when I walk into a room like this, I never know if someone there has experienced loss because of what my son did.",,False,bad,,,
28,I feel a need to acknowledge the suffering caused by a member of my family who isn't here to do it for himself.,,False,bad,,,
29,"So first, with all of my heart, I'm sorry if my son has caused you pain.",,True,bad,,,
30,The second challenge I have is that I must ask for understanding and even compassion when I talk about my son's death as a suicide.,,False,bad,,,
31,"Two years before he died, he wrote on a piece of paper in a notebook that he was cutting himself.",,True,bad,,,
32,He said that he was in agony and wanted to get a gun so he could end his life.,,True,bad,,,
33,I didn't know about any of this until months after his death.,,False,bad,,,
34,"When I talk about his death as a suicide, I'm not trying to downplay the viciousness he showed at the end of his life.",,False,bad,,,
35,I'm trying to understand how his suicidal thinking led to murder.,,False,bad,,,
36,"After a lot of reading and talking with experts, I have come to believe that his involvement in the shootings was rooted not in his desire to kill but in his desire to die.",,False,bad,,,
37,"The third challenge I have when I talk about my son's murder-suicide is that I'm talking about mental health - excuse me - is that I'm talking about mental health, or brain health, as I prefer to call it, because it's more concrete.",,True,bad,,,
38,"And in the same breath, I'm talking about violence.",,False,bad,,,
39,The last thing I want to do is to contribute to the misunderstanding that already exists around mental illness.,,False,bad,,,
40,"Only a very small percent of those who have a mental illness are violent toward other people, but of those who die by suicide, it's estimated that about 75 to maybe more than 90 percent have a diagnosable mental health condition of some kind.",,False,bad,,,
41,"As you all know very well, our mental health care system is not equipped to help everyone, and not everyone with destructive thoughts fits the criteria for a specific diagnosis.",,False,bad,,,
42,Many who have ongoing feelings of fear or anger or hopelessness are never assessed or treated.,,False,bad,,,
43,"Too often, they get our attention only if they reach a behavioral crisis.",,True,bad,,,
44,"If estimates are correct that about one to two percent of all suicides involves the murder of another person, when suicide rates rise, as they are rising for some populations, the murder-suicide rates will rise as well.",,False,bad,,,
45,"I wanted to understand what was going on in Dylan's mind prior to his death, so I looked for answers from other survivors of suicide loss.",,False,bad,,,
46,"I did research and volunteered to help with fund-raising events, and whenever I could, I talked with those who had survived their own suicidal crisis or attempt.",,False,bad,,,
47,One of the most helpful conversations I had was with a coworker who overheard me talking to someone else in my office cubicle.,,True,bad,,,
48,She heard me say that Dylan could not have loved me if he could do something as horrible as he did.,,False,bad,,,
49,"Later, when she found me alone, she apologized for overhearing that conversation, but told me that I was wrong.",,True,bad,,,
50,"She said that when she was a young, single mother with three small children, she became severely depressed and was hospitalized to keep her safe.",,False,bad,,,
51,"At the time, she was certain that her children would be better off if she died, so she had made a plan to end her life.",,False,bad,,,
52,"She assured me that a mother's love was the strongest bond on Earth, and that she loved her children more than anything in the world, but because of her illness, she was sure that they would be better off without her.",,False,bad,,,
53,What she said and what I've learned from others is that we do not make the so-called decision or choice to die by suicide in the same way that we choose what car to drive or where to go on a Saturday night.,,True,bad,,,
54,"When someone is in an extremely suicidal state, they are in a stage four medical health emergency.",,False,bad,,,
55,Their thinking is impaired and they've lost access to tools of self-governance.,,False,bad,,,
56,"Even though they can make a plan and act with logic, their sense of truth is distorted by a filter of pain through which they interpret their reality.",,False,bad,,,
57,"Some people can be very good at hiding this state, and they often have good reasons for doing that.",,False,bad,,,
58,"Many of us have suicidal thoughts at some point, but persistent, ongoing thoughts of suicide and devising a means to die are symptoms of pathology, and like many illnesses, the condition has to be recognized and treated before a life is lost.",,False,bad,,,
59,But my son's death was not purely a suicide.,,False,bad,,,
60,It involved mass murder.,,False,bad,,,
61,I wanted to know how his suicidal thinking became homicidal.,,True,bad,,,
62,But research is sparse and there are no simple answers.,,False,bad,,,
63,"Yes, he probably had ongoing depression.",,False,bad,,,
64,"He had a personality that was perfectionistic and self-reliant, and that made him less likely to seek help from others.",,False,bad,,,
65,He had experienced triggering events at the school that left him feeling debased and humiliated and mad.,,False,bad,,,
66,"And he had a complicated friendship with a boy who shared his feelings of rage and alienation, and who was seriously disturbed, controlling and homicidal.",,False,bad,,,
67,"And on top of this period in his life of extreme vulnerability and fragility, Dylan found access to guns even though we'd never owned any in our home.",,True,bad,,,
68,"It was appallingly easy for a 17-year-old boy to buy guns, both legally and illegally, without my permission or knowledge.",,True,bad,,,
69,"And somehow, 17 years and many school shootings later, it's still appallingly easy.",,False,bad,,,
70,"What Dylan did that day broke my heart, and as trauma so often does, it took a toll on my body and on my mind.",,False,bad,,,
71,"Two years after the shootings, I got breast cancer, and two years after that, I began to have mental health problems.",,False,bad,,,
72,"On top of the constant, perpetual grief I was terrified that I would run into a family member of someone Dylan had killed, or be accosted by the press or by an angry citizen.",,False,bad,,,
73,"I was afraid to turn on the news, afraid to hear myself being called a terrible parent or a disgusting person.",,False,bad,,,
74,I started having panic attacks.,,False,bad,,,
75,"The first bout started four years after the shootings, when I was getting ready for the depositions and would have to meet the victims' families face to face.",,False,bad,,,
76,"The second round started six years after the shootings, when I was preparing to speak publicly about murder-suicide for the first time at a conference.",,False,bad,,,
77,Both episodes lasted several weeks.,,True,bad,,,
78,"The attacks happened everywhere: in the hardware store, in my office, or even while reading a book in bed.",,True,bad,,,
79,"My mind would suddenly lock into this spinning cycle of terror and no matter how I hard I tried to calm myself down or reason my way out of it, I couldn't do it.",,False,bad,,,
80,"It felt as if my brain was trying to kill me, and then, being afraid of being afraid consumed all of my thoughts.",,False,bad,,,
81,"That's when I learned firsthand what it feels like to have a malfunctioning mind, and that's when I truly became a brain health advocate.",,True,bad,,,
82,"With therapy and medication and self-care, life eventually returned to whatever could be thought of as normal under the circumstances.",,False,bad,,,
83,"When I looked back on all that had happened, I could see that my son's spiral into dysfunction probably occurred over a period of about two years, plenty of time to get him help, if only someone had known that he needed help and known what to do.",,False,bad,,,
84,"Every time someone asks me, ""How could you not have known?"", it feels like a punch in the gut.",,True,bad,,,
85,It carries accusation and taps into my feelings of guilt that no matter how much therapy I've had I will never fully eradicate.,,False,bad,,,
86,"But here's something I've learned: if love were enough to stop someone who is suicidal from hurting themselves, suicides would hardly ever happen.",,True,bad,,,
87,"But love is not enough, and suicide is prevalent.",,False,bad,,,
88,"It's the second leading cause of death for people age 10 to 34, and 15 percent of American youth report having made a suicide plan in the last year.",,False,bad,,,
89,"I've learned that no matter how much we want to believe we can, we cannot know or control everything our loved ones think and feel, and the stubborn belief that we are somehow different, that someone we love would never think of hurting themselves or someone else, can cause us to miss what's hidden in plain sight.",,False,bad,,,
90,"And if worst case scenarios do come to pass, we'll have to learn to forgive ourselves for not knowing or for not asking the right questions or not finding the right treatment.",,False,bad,,,
91,"We should always assume that someone we love may be suffering, regardless of what they say or how they act.",,False,bad,,,
92,"We should listen with our whole being, without judgments, and without offering solutions.",,False,bad,,,
93,"I know that I will live with this tragedy, with these multiple tragedies, for the rest of my life.",,False,bad,,,
94,"I know that in the minds of many, what I lost can't compare to what the other families lost.",,False,bad,,,
95,I know my struggle doesn't make theirs any easier.,,False,bad,,,
96,"I know there are even some who think I don't have the right to any pain, but only to a life of permanent penance.",,False,bad,,,
97,"In the end what I know comes down to this: the tragic fact is that even the most vigilant and responsible of us may not be able to help, but for love's sake, we must never stop trying to know the unknowable.",,True,bad,,,
98,Thank you.,,False,bad,,,
0,Thank you very much.,,False,bad,,,
1,I moved to America 12 years ago with my wife Terry and our two kids.,,False,bad,,,
2,"Actually, truthfully, we moved to Los Angeles - (Laughter) thinking we were moving to America, but anyway - (Laughter)",,True,bad,,,
3,It's a short plane ride from Los Angeles to America.,,True,bad,,,
4,"(Laughter) I got here 12 years ago, and when I got here, I was told various things, like, ""Americans don't get irony.""",,True,bad,,,
5,(Laughter),,True,bad,,,
6,Have you come across this idea?,,True,bad,,,
7,It's not true.,,True,bad,,,
8,I've traveled the whole length and breadth of this country.,,False,bad,,,
9,I have found no evidence that Americans don't get irony.,,True,bad,,,
10,"It's one of those cultural myths, like, ""The British are reserved."" (Laughter) I don't know why people think this.",,True,bad,,,
11,We've invaded every country we've encountered.,,False,bad,,,
12,(Laughter),,True,bad,,,
13,"But it's not true Americans don't get irony, but I just want you to know that that's what people are saying about you behind your back.",,True,bad,,,
14,"You know, so when you leave living rooms in Europe, people say, thankfully, nobody was ironic in your presence.",,True,bad,,,
15,(Laughter),,True,bad,,,
16,"But I knew that Americans get irony when I came across that legislation, ""No Child Left Behind.""",,True,bad,,,
17,(Laughter),,True,bad,,,
18,Because whoever thought of that title gets irony.,,True,bad,,,
19,(Laughter),,True,bad,,,
20,Don't they?,,True,bad,,,
21,Because it's leaving millions of children behind.,,False,bad,,,
22,"Now I can see that's not a very attractive name for legislation: ""Millions of Children Left Behind.""",,True,bad,,,
23,I can see that.,,False,bad,,,
24,What's the plan?,,True,bad,,,
25,"We propose to leave millions of children behind, and here's how it's going to work.",,False,bad,,,
26,And it's working beautifully.,,True,bad,,,
27,(Laughter),,True,bad,,,
28,"In some parts of the country, 60 percent of kids drop out of high school.",,False,bad,,,
29,"In the Native American communities, it's 80 percent of kids.",,False,bad,,,
30,"If we halved that number, one estimate is it would create a net gain to the U.S. economy over 10 years, of nearly a trillion dollars.",,False,bad,,,
31,"From an economic point of view, this is good math, isn't it, that we should do this?",,False,bad,,,
32,It actually costs an enormous amount to mop up the damage from the dropout crisis.,,True,bad,,,
33,But the dropout crisis is just the tip of an iceberg.,,False,bad,,,
34,"What it doesn't count are all the kids who are in school but being disengaged from it, who don't enjoy it, who don't get any real benefit from it.",,False,bad,,,
35,And the reason is not that we're not spending enough money.,,False,bad,,,
36,America spends more money on education than most other countries.,,False,bad,,,
37,Class sizes are smaller than in many countries.,,False,bad,,,
38,And there are hundreds of initiatives every year to try and improve education.,,False,bad,,,
39,"The trouble is, it's all going in the wrong direction.",,False,bad,,,
40,"There are three principles on which human life flourishes, and they are contradicted by the culture of education under which most teachers have to labor and most students have to endure.",,False,bad,,,
41,"The first is this, that human beings are naturally different and diverse.",,False,bad,,,
42,"Can I ask you, how many of you have got children of your own?",,True,bad,,,
43,Okay.,,True,bad,,,
44,Or grandchildren.,,True,bad,,,
45,How about two children or more?,,True,bad,,,
46,Right.,,True,bad,,,
47,And the rest of you have seen such children.,,True,bad,,,
48,(Laughter) Small people wandering about.,,True,bad,,,
49,"(Laughter) I will make you a bet, and I am confident that I will win the bet.",,True,bad,,,
50,"If you've got two children or more, I bet you they are completely different from each other.",,False,bad,,,
51,Aren't they?,,True,bad,,,
52,"You would never confuse them, would you?",,True,bad,,,
53,"Like, ""Which one are you?",,True,bad,,,
54,"Remind me."" (Laughter) ""Your mother and I need some color-coding system so we don't get confused.""",,True,bad,,,
55,"Education under ""No Child Left Behind"" is based on not diversity but conformity.",,False,bad,,,
56,What schools are encouraged to do is to find out what kids can do across a very narrow spectrum of achievement.,,False,bad,,,
57,"One of the effects of ""No Child Left Behind"" has been to narrow the focus onto the so-called STEM disciplines.",,False,bad,,,
58,They're very important.,,False,bad,,,
59,I'm not here to argue against science and math.,,False,bad,,,
60,"On the contrary, they're necessary but they're not sufficient.",,False,bad,,,
61,"A real education has to give equal weight to the arts, the humanities, to physical education.",,False,bad,,,
62,"An awful lot of kids, sorry, thank you -",,True,bad,,,
63,"One estimate in America currently is that something like 10 percent of kids, getting on that way, are being diagnosed with various conditions under the broad title of attention deficit disorder.",,False,bad,,,
64,ADHD.,,False,bad,,,
65,I'm not saying there's no such thing.,,True,bad,,,
66,I just don't believe it's an epidemic like this.,,False,bad,,,
67,"If you sit kids down, hour after hour, doing low-grade clerical work, don't be surprised if they start to fidget, you know?",,True,bad,,,
68,(Laughter),,True,bad,,,
69,"Children are not, for the most part, suffering from a psychological condition.",,False,bad,,,
70,They're suffering from childhood.,,True,bad,,,
71,(Laughter),,True,bad,,,
72,And I know this because I spent my early life as a child.,,False,bad,,,
73,I went through the whole thing.,,False,bad,,,
74,"Kids prosper best with a broad curriculum that celebrates their various talents, not just a small range of them.",,False,bad,,,
75,"And by the way, the arts aren't just important because they improve math scores.",,True,bad,,,
76,They're important because they speak to parts of children's being which are otherwise untouched.,,False,bad,,,
77,"The second, thank you -",,False,bad,,,
78,The second principle that drives human life flourishing is curiosity.,,False,bad,,,
79,"If you can light the spark of curiosity in a child, they will learn without any further assistance, very often.",,False,bad,,,
80,Children are natural learners.,,False,bad,,,
81,"It's a real achievement to put that particular ability out, or to stifle it.",,False,bad,,,
82,Curiosity is the engine of achievement.,,False,bad,,,
83,"Now the reason I say this is because one of the effects of the current culture here, if I can say so, has been to de-professionalize teachers.",,False,bad,,,
84,There is no system in the world or any school in the country that is better than its teachers.,,False,bad,,,
85,Teachers are the lifeblood of the success of schools.,,False,bad,,,
86,But teaching is a creative profession.,,False,bad,,,
87,"Teaching, properly conceived, is not a delivery system.",,False,bad,,,
88,"You know, you're not there just to pass on received information.",,False,bad,,,
89,"Great teachers do that, but what great teachers also do is mentor, stimulate, provoke, engage.",,False,bad,,,
90,"You see, in the end, education is about learning.",,False,bad,,,
91,"If there's no learning going on, there's no education going on.",,False,bad,,,
92,And people can spend an awful lot of time discussing education without ever discussing learning.,,False,bad,,,
93,The whole point of education is to get people to learn.,,False,bad,,,
94,"An old friend of mine - actually very old, he's dead.",,True,bad,,,
95,(Laughter),,True,bad,,,
96,"That's as old as it gets, I'm afraid.",,True,bad,,,
97,(Laughter),,True,bad,,,
98,"But a wonderful guy he was, wonderful philosopher.",,False,bad,,,
99,He used to talk about the difference between the task and achievement senses of verbs.,,False,bad,,,
100,"You can be engaged in the activity of something, but not really be achieving it, like dieting.",,False,bad,,,
101,(Laughter),,True,bad,,,
102,It's a very good example.,,False,bad,,,
103,There he is.,,True,bad,,,
104,He's dieting.,,True,bad,,,
105,Is he losing any weight?,,True,bad,,,
106,Not really.,,True,bad,,,
107,(Laughter),,True,bad,,,
108,Teaching is a word like that.,,False,bad,,,
109,"You can say, ""There's Deborah, she's in room 34, she's teaching.""",,False,bad,,,
110,"But if nobody's learning anything, she may be engaged in the task of teaching but not actually fulfilling it.",,False,bad,,,
111,The role of a teacher is to facilitate learning.,,False,bad,,,
112,That's it.,,True,bad,,,
113,"And part of the problem is, I think, that the dominant culture of education has come to focus on not teaching and learning, but testing.",,False,bad,,,
114,"Now, testing is important.",,False,bad,,,
115,Standardized tests have a place.,,False,bad,,,
116,But they should not be the dominant culture of education.,,False,bad,,,
117,They should be diagnostic.,,False,bad,,,
118,They should help.,,False,bad,,,
119,"If I go for a medical examination, I want some standardized tests.",,False,bad,,,
120,I do.,,False,bad,,,
121,I want to know what my cholesterol level is compared to everybody else's on a standard scale.,,True,bad,,,
122,I don't want to be told on some scale my doctor invented in the car.,,True,bad,,,
123,"(Laughter) ""Your cholesterol is what I call Level Orange.""",,True,bad,,,
124,"""Really?"" (Laughter) ""Is that good?""",,True,bad,,,
125,"""We don't know.""",,False,bad,,,
126,(Laughter),,True,bad,,,
127,But all that should support learning.,,False,bad,,,
128,"It shouldn't obstruct it, which of course it often does.",,False,bad,,,
129,"So in place of curiosity, what we have is a culture of compliance.",,False,bad,,,
130,Our children and teachers are encouraged to follow routine algorithms rather than to excite that power of imagination and curiosity.,,False,bad,,,
131,And the third principle is this: that human life is inherently creative.,,False,bad,,,
132,It's why we all have different résumés.,,True,bad,,,
133,"We create our lives, and we can recreate them as we go through them.",,False,bad,,,
134,It's the common currency of being a human being.,,False,bad,,,
135,It's why human culture is so interesting and diverse and dynamic.,,False,bad,,,
136,"I mean, other animals may well have imaginations and creativity, but it's not so much in evidence, is it, as ours?",,False,bad,,,
137,"I mean, you may have a dog.",,True,bad,,,
138,And your dog may get depressed.,,True,bad,,,
139,"You know, but it doesn't listen to Radiohead, does it?",,True,bad,,,
140,(Laughter),,True,bad,,,
141,And sit staring out the window with a bottle of Jack Daniels.,,True,bad,,,
142,"(Laughter) ""Would you like to come for a walk?""",,True,bad,,,
143,"""No, I'm fine.""",,False,bad,,,
144,"(Laughter) ""You go.",,True,bad,,,
145,I'll wait.,,True,bad,,,
146,"But take pictures.""",,True,bad,,,
147,(Laughter),,True,bad,,,
148,"We all create our own lives through this restless process of imagining alternatives and possibilities, and one of the roles of education is to awaken and develop these powers of creativity.",,False,bad,,,
149,"Instead, what we have is a culture of standardization.",,False,bad,,,
150,"Now, it doesn't have to be that way.",,False,bad,,,
151,It really doesn't.,,False,bad,,,
152,"Finland regularly comes out on top in math, science and reading.",,False,bad,,,
153,"Now, we only know that's what they do well at, because that's all that's being tested.",,False,bad,,,
154,That's one of the problems of the test.,,False,bad,,,
155,They don't look for other things that matter just as much.,,False,bad,,,
156,The thing about work in Finland is this: they don't obsess about those disciplines.,,True,bad,,,
157,"They have a very broad approach to education, which includes humanities, physical education, the arts.",,False,bad,,,
158,"Second, there is no standardized testing in Finland.",,False,bad,,,
159,"I mean, there's a bit, but it's not what gets people up in the morning, what keeps them at their desks.",,False,bad,,,
160,"The third thing - and I was at a meeting recently with some people from Finland, actual Finnish people, and somebody from the American system was saying to the people in Finland, ""What do you do about the drop-out rate in Finland?""",,True,bad,,,
161,"And they all looked a bit bemused, and said, ""Well, we don't have one.",,True,bad,,,
162,Why would you drop out?,,True,bad,,,
163,"If people are in trouble, we get to them quite quickly and we help and support them.""",,False,bad,,,
164,"Now people always say, ""Well, you know, you can't compare Finland to America.""",,True,bad,,,
165,No.,,True,bad,,,
166,I think there's a population of around five million in Finland.,,False,bad,,,
167,But you can compare it to a state in America.,,True,bad,,,
168,Many states in America have fewer people in them than that.,,False,bad,,,
169,"I mean, I've been to some states in America and I was the only person there.",,True,bad,,,
170,(Laughter) Really.,,True,bad,,,
171,Really.,,True,bad,,,
172,I was asked to lock up when I left.,,True,bad,,,
173,(Laughter),,True,bad,,,
174,"But what all the high-performing systems in the world do is currently what is not evident, sadly, across the systems in America - I mean, as a whole.",,False,bad,,,
175,One is this: they individualize teaching and learning.,,False,bad,,,
176,"They recognize that it's students who are learning and the system has to engage them, their curiosity, their individuality, and their creativity.",,False,bad,,,
177,That's how you get them to learn.,,False,bad,,,
178,The second is that they attribute a very high status to the teaching profession.,,False,bad,,,
179,They recognize that you can't improve education if you don't pick great people to teach and keep giving them constant support and professional development.,,False,bad,,,
180,Investing in professional development is not a cost.,,False,bad,,,
181,"It's an investment, and every other country that's succeeding well knows that, whether it's Australia, Canada, South Korea, Singapore, Hong Kong or Shanghai.",,False,bad,,,
182,They know that to be the case.,,False,bad,,,
183,"And the third is, they devolve responsibility to the school level for getting the job done.",,False,bad,,,
184,"You see, there's a big difference here between going into a mode of command and control in education -",,False,bad,,,
185,That's what happens in some systems.,,False,bad,,,
186,"Central or state governments decide, they know best and they're going to tell you what to do.",,False,bad,,,
187,The trouble is that education doesn't go on in the committee rooms of our legislative buildings.,,False,bad,,,
188,"It happens in classrooms and schools, and the people who do it are the teachers and the students, and if you remove their discretion, it stops working.",,False,bad,,,
189,You have to put it back to the people.,,False,bad,,,
190,There is wonderful work happening in this country.,,False,bad,,,
191,"But I have to say it's happening in spite of the dominant culture of education, not because of it.",,False,bad,,,
192,It's like people are sailing into a headwind all the time.,,False,bad,,,
193,And the reason I think is this: that many of the current policies are based on mechanistic conceptions of education.,,False,bad,,,
194,"It's like education is an industrial process that can be improved just by having better data, and somewhere in the back of the mind of some policy makers is this idea that if we fine-tune it well enough, if we just get it right, it will all hum along perfectly into the future.",,False,bad,,,
195,"It won't, and it never did.",,False,bad,,,
196,The point is that education is not a mechanical system.,,False,bad,,,
197,It's a human system.,,False,bad,,,
198,"It's about people, people who either do want to learn or don't want to learn.",,False,bad,,,
199,Every student who drops out of school has a reason for it which is rooted in their own biography.,,False,bad,,,
200,They may find it boring.,,True,bad,,,
201,They may find it irrelevant.,,True,bad,,,
202,They may find that it's at odds with the life they're living outside of school.,,False,bad,,,
203,"There are trends, but the stories are always unique.",,False,bad,,,
204,I was at a meeting recently in Los Angeles of - they're called alternative education programs.,,False,bad,,,
205,These are programs designed to get kids back into education.,,False,bad,,,
206,They have certain common features.,,False,bad,,,
207,They're very personalized.,,False,bad,,,
208,"They have strong support for the teachers, close links with the community and a broad and diverse curriculum, and often programs which involve students outside school as well as inside school.",,False,bad,,,
209,And they work.,,False,bad,,,
210,"What's interesting to me is, these are called ""alternative education.""",,False,bad,,,
211,(Laughter),,True,bad,,,
212,You know?,,True,bad,,,
213,"And all the evidence from around the world is, if we all did that, there'd be no need for the alternative.",,False,bad,,,
214,(Applause ends),,True,bad,,,
215,So I think we have to embrace a different metaphor.,,False,bad,,,
216,"We have to recognize that it's a human system, and there are conditions under which people thrive, and conditions under which they don't.",,False,bad,,,
217,"We are after all organic creatures, and the culture of the school is absolutely essential.",,False,bad,,,
218,"Culture is an organic term, isn't it?",,False,bad,,,
219,Not far from where I live is a place called Death Valley.,,False,bad,,,
220,"Death Valley is the hottest, driest place in America, and nothing grows there.",,False,bad,,,
221,Nothing grows there because it doesn't rain.,,False,bad,,,
222,"Hence, Death Valley.",,False,bad,,,
223,"In the winter of 2004, it rained in Death Valley.",,False,bad,,,
224,Seven inches of rain fell over a very short period.,,False,bad,,,
225,"And in the spring of 2005, there was a phenomenon.",,False,bad,,,
226,The whole floor of Death Valley was carpeted in flowers for a while.,,False,bad,,,
227,What it proved is this: that Death Valley isn't dead.,,False,bad,,,
228,It's dormant.,,False,bad,,,
229,"Right beneath the surface are these seeds of possibility waiting for the right conditions to come about, and with organic systems, if the conditions are right, life is inevitable.",,False,bad,,,
230,It happens all the time.,,False,bad,,,
231,"You take an area, a school, a district, you change the conditions, give people a different sense of possibility, a different set of expectations, a broader range of opportunities, you cherish and value the relationships between teachers and learners, you offer people the discretion to be creative and to innovate in what they do, and schools that were once bereft spring to life.",,False,bad,,,
232,Great leaders know that.,,False,bad,,,
233,"The real role of leadership in education - and I think it's true at the national level, the state level, at the school level - is not and should not be command and control.",,False,bad,,,
234,"The real role of leadership is climate control, creating a climate of possibility.",,False,bad,,,
235,"And if you do that, people will rise to it and achieve things that you completely did not anticipate and couldn't have expected.",,False,bad,,,
236,There's a wonderful quote from Benjamin Franklin.,,False,bad,,,
237,"""There are three sorts of people in the world:",,False,bad,,,
238,"Those who are immovable, people who don't get it, or don't want to do anything about it; there are people who are movable, people who see the need for change and are prepared to listen to it; and there are people who move, people who make things happen.""",,False,bad,,,
239,"And if we can encourage more people, that will be a movement.",,False,bad,,,
240,"And if the movement is strong enough, that's, in the best sense of the word, a revolution.",,False,bad,,,
241,And that's what we need.,,False,bad,,,
242,Thank you very much.,,False,bad,,,
243,Thank you very much.,,False,bad,,,
0,Thank you very much.,,False,bad,,,
1,"Well, I would like to start with testicles.",,True,bad,,,
2,(Laughter),,True,bad,,,
3,Men who sleep five hours a night have significantly smaller testicles than those who sleep seven hours or more.,,True,bad,,,
4,(Laughter),,True,bad,,,
5,"In addition, men who routinely sleep just four to five hours a night will have a level of testosterone which is that of someone 10 years their senior.",,True,bad,,,
6,So a lack of sleep will age a man by a decade in terms of that critical aspect of wellness.,,False,bad,,,
7,And we see equivalent impairments in female reproductive health caused by a lack of sleep.,,False,bad,,,
8,This is the best news that I have for you today.,,False,bad,,,
9,(Laughter),,True,bad,,,
10,"From this point, it may only get worse.",,True,bad,,,
11,"Not only will I tell you about the wonderfully good things that happen when you get sleep, but the alarmingly bad things that happen when you don't get enough, both for your brain and for your body.",,False,bad,,,
12,"Let me start with the brain and the functions of learning and memory, because what we've discovered over the past 10 or so years is that you need sleep after learning to essentially hit the save button on those new memories so that you don't forget.",,False,bad,,,
13,"But recently, we discovered that you also need sleep before learning to actually prepare your brain, almost like a dry sponge ready to initially soak up new information.",,False,bad,,,
14,"And without sleep, the memory circuits of the brain essentially become waterlogged, as it were, and you can't absorb new memories.",,False,bad,,,
15,So let me show you the data.,,False,bad,,,
16,"Here in this study, we decided to test the hypothesis that pulling the all-nighter was a good idea.",,True,bad,,,
17,So we took a group of individuals and we assigned them to one of two experimental groups: a sleep group and a sleep deprivation group.,,False,bad,,,
18,"Now the sleep group, they're going to get a full eight hours of slumber, but the deprivation group, we're going to keep them awake in the laboratory, under full supervision.",,False,bad,,,
19,"There's no naps or caffeine, by the way, so it's miserable for everyone involved.",,True,bad,,,
20,"And then the next day, we're going to place those participants inside an MRI scanner and we're going to have them try and learn a whole list of new facts as we're taking snapshots of brain activity.",,False,bad,,,
21,And then we're going to test them to see how effective that learning has been.,,False,bad,,,
22,And that's what you're looking at here on the vertical axis.,,False,bad,,,
23,"And when you put those two groups head to head, what you find is a quite significant, 40-percent deficit in the ability of the brain to make new memories without sleep.",,False,bad,,,
24,"I think this should be concerning, considering what we know is happening to sleep in our education populations right now.",,True,bad,,,
25,"In fact, to put that in context, it would be the difference in a child acing an exam versus failing it miserably - 40 percent.",,True,bad,,,
26,And we've gone on to discover what goes wrong within your brain to produce these types of learning disabilities.,,False,bad,,,
27,"And there's a structure that sits on the left and the right side of your brain, called the hippocampus.",,False,bad,,,
28,And you can think of the hippocampus almost like the informational inbox of your brain.,,False,bad,,,
29,It's very good at receiving new memory files and then holding on to them.,,False,bad,,,
30,"And when you look at this structure in those people who'd had a full night of sleep, we saw lots of healthy learning-related activity.",,False,bad,,,
31,"Yet in those people who were sleep-deprived, we actually couldn't find any significant signal whatsoever.",,False,bad,,,
32,"So it's almost as though sleep deprivation had shut down your memory inbox, and any new incoming files - they were just being bounced.",,True,bad,,,
33,You couldn't effectively commit new experiences to memory.,,False,bad,,,
34,"So that's the bad that can happen if I were to take sleep away from you, but let me just come back to that control group for a second.",,False,bad,,,
35,Do you remember those folks that got a full eight hours of sleep?,,True,bad,,,
36,"Well, we can ask a very different question:",,False,bad,,,
37,What is it about the physiological quality of your sleep when you do get it that restores and enhances your memory and learning ability each and every day?,,False,bad,,,
38,"And by placing electrodes all over the head, what we've discovered is that there are big, powerful brainwaves that happen during the very deepest stages of sleep that have riding on top of them these spectacular bursts of electrical activity that we call sleep spindles.",,False,bad,,,
39,"And it's the combined quality of these deep-sleep brainwaves that acts like a file-transfer mechanism at night, shifting memories from a short-term vulnerable reservoir to a more permanent long-term storage site within the brain, and therefore protecting them, making them safe.",,False,bad,,,
40,"And it is important that we understand what during sleep actually transacts these memory benefits, because there are real medical and societal implications.",,False,bad,,,
41,"And let me just tell you about one area that we've moved this work out into, clinically, which is the context of aging and dementia.",,False,bad,,,
42,"Because it's of course no secret that, as we get older, our learning and memory abilities begin to fade and decline.",,False,bad,,,
43,"But what we've also discovered is that a physiological signature of aging is that your sleep gets worse, especially that deep quality of sleep that I was just discussing.",,False,bad,,,
