Unnamed: 0,text,humor,pred,result,good,bad,precision,accuracy,recall,F1
265,"Because what can you, how could you animate this?",True,False,bad,,,,,,
266,How could you pick color?,True,False,bad,,,,,,
267,How could you consider the space?,True,False,bad,,,,,,
268,How could you connect the points?,True,False,bad,,,,,,
269,How could you render this in a different way?,True,False,bad,,,,,,
270,There's so many possibilities.,True,False,bad,,,,,,
271,But I'm going to leave this at this.,True,False,bad,,,,,,
272,I've just done the core algorithm.,True,False,bad,,,,,,
273,And we have this barnsley firm.,False,False,good,,,,,,
274,"And you know, you can, by the way, you can draw.",True,False,bad,,,,,,
275,You can see here's variations of this.,False,False,good,,,,,,
276,"Why is mine kind of different than this, though?",True,False,bad,,,,,,
277,"So first of all, I'm discovering here.",True,False,bad,,,,,,
278,This is actually giving me the correct range.,True,False,bad,,,,,,
279,So let's actually do this range.,True,False,bad,,,,,,
280,Let's go into the code and implement the range that was on the Wikipedia page.,False,False,good,,,,,,
281,So negative.,True,False,bad,,,,,,
282,To there.,False,False,good,,,,,,
283,"And then zero to, let's try this.",False,False,good,,,,,,
284,There we go.,False,False,good,,,,,,
285,OK.,False,False,good,,,,,,
286,So I wasn't mapping the proper range.,True,False,bad,,,,,,
287,So it didn't curve to the right.,False,False,good,,,,,,
288,But now I am mapping the full barnsley firm.,True,False,bad,,,,,,
289,Thank you very much.,True,False,bad,,,,,,
290,I really want to make it rainbow color and do other stuff.,True,False,bad,,,,,,
291,But we have completed it.,False,False,good,,,,,,
292,This is the barnsley firm fractal in processing in about three hours and 42 minutes.,False,False,good,,,,,,
293,Thanks for watching this entire video.,True,False,bad,,,,,,
294,And I hope you make a variation of this in some way that I couldn't possibly imagine.,True,False,bad,,,,,,
295,And share it with me.,False,False,good,,,,,,
296,Share it in the comments.,False,False,good,,,,,,
297,There's a way you can go to the coding train.com and submit a link to your contribution.,True,False,bad,,,,,,
298,"And on Twitter, at shift minarets, the coding train.",False,True,bad,,,,,,
299,OK.,False,False,good,,,,,,
300,thanks,False,True,bad,,,,,,
301,And I will see you all in the next coding challenge.,False,True,bad,,,,,,
0," Okay, hello and welcome to a coding challenge.",False,True,bad,,,,,,
1,Google Chrome dinosaur game edition.,False,False,good,,,,,,
2,"Unfortunately, I don't have my train whistle.",False,False,good,,,,,,
3,I didn't bring it with me today.,False,False,good,,,,,,
4,So this is definitely not going to go well.,True,False,bad,,,,,,
5,"Not that any of my coding challenges ever go well, but I'm going to give this a try.",True,False,bad,,,,,,
6,I'm going to attempt to program quickly.,False,False,good,,,,,,
7,The Google Chrome dinosaur game.,False,False,good,,,,,,
8,I'm going to use my own images and stuff.,False,False,good,,,,,,
9,"So it will be the unicorn game, of course.",False,False,good,,,,,,
10,"I'm going to use P5Jess, the JavaScript library P5Jess, and I'm going to interact with it in a unique way that you have to stick around for the end of the video.",False,False,good,,,,,,
11,I'll just tell you now.,False,False,good,,,,,,
12,I'm going to try to control with my voice.,False,False,good,,,,,,
13,"Okay, so you skip to the end.",False,False,good,,,,,,
14,Maybe I'll be doing it there.,False,False,good,,,,,,
15,"Okay, so here we go.",False,False,good,,,,,,
16,Let's get started.,False,False,good,,,,,,
17,So what do I need to do?,False,False,good,,,,,,
18,"So first I'm going to make a, I'm going to add, I'm going to the P5 web editor.",False,True,bad,,,,,,
19,I'm going to add a file.,False,False,good,,,,,,
20,I'm going to call it a dyno.js.,False,False,good,,,,,,
21,"Even though it's not, let's call it unicorn.",False,False,good,,,,,,
22,Unicorn.js.,False,False,good,,,,,,
23,And that's going to be my unicorn.,False,False,good,,,,,,
24,And what do I need?,False,False,good,,,,,,
25,"I also need to have, those are like cactus thingies.",True,True,good,,,,,,
26,"I mean, those are going to be trains.",False,False,good,,,,,,
27,"So I'm going to make a train.js, add file.",False,True,bad,,,,,,
28,So let's start by creating the unicorn class unicorn.,False,False,good,,,,,,
29,"So I'm going to use object-oriented programming because, you know, I do, basically, this by the way is exactly the same as Slapy Bird.",False,True,bad,,,,,,
30,"So I'm really just doing the same thing over again, but, whatever.",True,True,good,,,,,,
31,This is a nice beginner-friendly challenge.,False,False,good,,,,,,
32,"So, and maybe using object-oriented programming is a little bit overkill.",True,False,bad,,,,,,
33,"But let's give the unicorn a x location at 50 and a y location, which will be height, because it's sitting at the bottom of the window, but maybe I'll say like height minus 50 right now.",False,False,good,,,,,,
34,"And then I'm going to create a function called show, and I'm going to draw it.",False,False,good,,,,,,
35,"I'm just going to draw as a rectangle right now at this.x, this.y, and I'll make it 50, 50.",False,True,bad,,,,,,
36,So this is the unicorn class.,False,False,good,,,,,,
37,"A unicorn object has an x and a y, and when I draw it, it's a rectangle at that x and a y with a width and height of 50.",False,False,good,,,,,,
38,And those will probably need to be variables eventually.,False,False,good,,,,,,
39,So let me make a variable called unicorn.,False,False,good,,,,,,
40,"I'm going to say unicorn is a new unicorn, and I'm going to say here unicorn.show.",False,True,bad,,,,,,
41,And let's run this.,False,False,good,,,,,,
42,There we go.,False,False,good,,,,,,
43,"Oh, OK.",False,True,bad,,,,,,
44,"So of course I forgot what I always forget, which is that I've added some new JavaScript files, and I need to reference them in my HTML.",True,False,bad,,,,,,
45,Unicorn and what was the other thing called train?,False,False,good,,,,,,
46,All right.,False,False,good,,,,,,
47,So that's a unicorn.,False,False,good,,,,,,
48,"And what I want is, but let me play that game again.",False,False,good,,,,,,
49,How does it work?,False,False,good,,,,,,
50,It just sits there.,False,False,good,,,,,,
51,"So every time I press the space bar, it jumps.",False,False,good,,,,,,
52,So let's get it to do that first.,False,False,good,,,,,,
53,Let's get it to do that first.,False,False,good,,,,,,
54,So what does it need in order to be able to jump?,False,False,good,,,,,,
55,"It needs a velocity, a speed along the y axis.",False,False,good,,,,,,
56,"So let's call this vy, and we'll say that's zero.",False,False,good,,,,,,
57,"And we'll write a function called jump, which we will give it kind of this like instant force.",False,False,good,,,,,,
58,So we're going to like push it up.,False,False,good,,,,,,
59,"So I'm going to say this dot vy equals, let's say like negative five.",False,False,good,,,,,,
60,That's moving it up.,False,False,good,,,,,,
61,"And then I'm going to write a function called move, which says this dot y plus equals this dot vy.",False,True,bad,,,,,,
62,"So what we should see now is if I say unicorn dot move, and then if I add function key pressed and say if the key is the space bar, unicorn dot jump.",False,True,bad,,,,,,
63,This really is basically the same as flappy birds so far.,False,False,good,,,,,,
64,Then we should see that velocity kick in.,False,False,good,,,,,,
65,So I'm always moving it based on whatever that velocity is.,False,False,good,,,,,,
66,"But the velocity is zero, the speed is zero.",False,False,good,,,,,,
67,"But as soon as I say jump, it sets the speed to negative five, and we should start to see it move up.",False,False,good,,,,,,
68,Here we go.,False,False,good,,,,,,
69,And I'm moving along here.,False,False,good,,,,,,
70,I'm going to press space.,False,False,good,,,,,,
71,There we go.,False,False,good,,,,,,
72,"Ah, goodbye unicorn.",True,True,good,,,,,,
73,See you later.,True,True,good,,,,,,
74,All right.,False,False,good,,,,,,
75,So we need gravity.,False,False,good,,,,,,
76,"So we need some form of gravity, which probably makes sense as a global variable, but I'm just going to, since the gravity is really only going to affect the unicorn.",False,False,good,,,,,,
77,I'm going to put it in here.,False,False,good,,,,,,
78,Let's say it's a zero point five.,False,False,good,,,,,,
79,So gravity is in a way a counteracting force.,False,False,good,,,,,,
80,"So no matter what it's doing, the gravity is always adjusting the speed of the unicorn, the acceleration basically.",False,False,good,,,,,,
81,So what I can do now also in move is say this dot VY plus equal this dot gravity.,False,True,bad,,,,,,
82,"However, I don't want to ever let, because now it's gone.",False,False,good,,,,,,
83,I don't want to ever let the unicorn fall off the bottom.,False,False,good,,,,,,
84,It should be basically a ground level.,False,False,good,,,,,,
85,So I'm going to do that.,False,False,good,,,,,,
86,So let's make this 50 a size.,False,False,good,,,,,,
87,Let's say R equals 50.,False,False,good,,,,,,
88,So we're going to kind of use that for all the parts where we're drawing.,False,False,good,,,,,,
89,"And then I'm also going to say, I'm going to have a constraint.",False,False,good,,,,,,
90,So I'm going to say this dot Y equals constraint.,False,False,good,,,,,,
91,"It's current Y value between zero and really where it's sitting at the bottom, which is also height minus this dot R. So it's stuck there.",False,False,good,,,,,,
92,"And now if I press, oops, press space, you can see it jumps.",False,True,bad,,,,,,
93,Now that's a very measly little jump.,True,True,good,,,,,,
94,We need to be able to jump much more.,False,False,good,,,,,,
95,So let's set this to like 25.,False,False,good,,,,,,
96,And let's see what happens.,False,False,good,,,,,,
97,Okay.,False,False,good,,,,,,
98,That's too much.,True,False,bad,,,,,,
99,Let's just set it to 10.,False,False,good,,,,,,
100,Maybe I need to make the gravity stronger too.,False,False,good,,,,,,
101,So there's going to be a lot of fine tuning of this.,False,False,good,,,,,,
102,But let's just do that.,False,False,good,,,,,,
103,And let me set this to 25.,False,False,good,,,,,,
104,Whoops.,True,True,good,,,,,,
105,And maybe let's set the gravity to two.,False,False,good,,,,,,
106,There we go.,False,False,good,,,,,,
107,This feels a bit more like the dinosaur game.,False,False,good,,,,,,
108,So this is kind of sad.,True,False,bad,,,,,,
109,Let's make our unicorn look a little bit more exciting.,False,False,good,,,,,,
110,Let's load an image.,False,False,good,,,,,,
111,"So I have on the desktop here, I have some images.",False,False,good,,,,,,
112,"I have a background, which will be the background of the game.",False,False,good,,,,,,
113,I have a unicorn.,False,True,bad,,,,,,
114,"This will be the character with a little angry, equal sign sitting on it.",False,False,good,,,,,,
115,And then the train will be the thing and has to jump over.,False,False,good,,,,,,
116,"So let's, so what I'm going to do here is I'm going to add these files.",False,False,good,,,,,,
117,I'm going to add file.,False,True,bad,,,,,,
118,And I'm going to drag them in to the web editor.,False,True,bad,,,,,,
119,It uploaded all of them.,False,False,good,,,,,,
120,"And then in here, I'm going to add preload.",False,False,good,,,,,,
121,"And I'm going to have let you image, let t image, and let background image.",False,False,good,,,,,,
122,And let's load all those.,False,False,good,,,,,,
123,U image equals load image unicorn.png.,False,False,good,,,,,,
124,And we're doing the same.,False,False,good,,,,,,
125,"For t image and background image, this is train.",False,False,good,,,,,,
126,And this is background.,False,False,good,,,,,,
127,"Let's change the background to, ooh.",False,True,bad,,,,,,
128,So what did I get wrong here?,False,False,good,,,,,,
129,Background is actually a JPEG.,False,False,good,,,,,,
130,So let's have the background now be background image.,False,False,good,,,,,,
131,There we go.,False,False,good,,,,,,
132,And let's have the unicorn.,False,False,good,,,,,,
133,Where is it be?,False,False,good,,,,,,
134,"I'm going to say image, unicorn image.",False,False,good,,,,,,
135,There we go.,False,False,good,,,,,,
136,It's so tiny.,True,False,bad,,,,,,
137,"Oh, it's not pixelated.",True,False,bad,,,,,,
138,It's so sad.,True,False,bad,,,,,,
139,Let's change this to 150.,False,False,good,,,,,,
140,"That's, but it's x value shouldn't be here.",False,False,good,,,,,,
141,There we go.,False,False,good,,,,,,
142,So there's our jumping unicorn.,True,False,bad,,,,,,
143,This is not a lot of screen real estate to work with.,False,False,good,,,,,,
144,"So let me actually load a background image that's 800 pixels wide, which I think will be a little better than 600.",False,False,good,,,,,,
145,"All right, my unicorn can jump.",False,True,bad,,,,,,
146,"And I've made the background a little wider, which means now I need obstacles for it to jump over.",False,False,good,,,,,,
147,And those are going to be little train things.,False,False,good,,,,,,
148,"So I'm going to make another class, call it a train.",False,True,bad,,,,,,
149,Choo-choo.,True,False,bad,,,,,,
150,I'm going to give that a constructor.,False,False,good,,,,,,
151,These will have also an x and a y.,False,False,good,,,,,,
152,"So the x will be, it's going to start off the edge.",False,False,good,,,,,,
153,"And the y will be, actually also at the bottom.",False,False,good,,,,,,
154,"So height minus, I'll give it a size.",False,True,bad,,,,,,
155,And this dot r will be 100.,False,False,good,,,,,,
156,"And then, so now I need a show function.",False,True,bad,,,,,,
157,"And that I'm going to draw as an image, like fingers are in the wrong place, the train image at x and y.",False,False,good,,,,,,
158,"This dot r, this dot r. And let's also add a move function.",False,False,good,,,,,,
159,And we'll say this dot x minus equals.,False,False,good,,,,,,
160,"And so the train, so this is a weird thing.",False,False,good,,,,,,
161,"It's supposed to be, oh, this is going to be a problem.",False,False,good,,,,,,
162,My fixed background is going to make this visually a problem.,False,False,good,,,,,,
163,And people on the chat are saying parallax background please.,False,False,good,,,,,,
164,"All right, so maybe I'm going to get to that.",False,False,good,,,,,,
165,This is going to end up being a longer video if I implement that.,False,False,good,,,,,,
166,"But really, the unicorn is moving.",False,False,good,,,,,,
167,"So the unicorn is moving, but the x stays fixed.",False,False,good,,,,,,
168,"The trains, well, the trains could be moving if they're trains.",True,False,bad,,,,,,
169,That's weird.,True,False,bad,,,,,,
170,"But they're supposed to be cactuses, cacti.",True,False,bad,,,,,,
171,They're standing still and the unicorn is just approaching them.,False,False,good,,,,,,
172,But we're seeing it from the unicorns point of view.,False,False,good,,,,,,
173,"Oh, I've really botched this.",False,False,good,,,,,,
174,But what I'm going to do is just move them by the whole scene is scrolling by three pixels.,False,False,good,,,,,,
175,"And we'll figure out if we can parallax the background, maybe later.",False,False,good,,,,,,
176,"What do I even mean by parallax to make it appear as if the background is changing, but often the distance, so it's sort of moving at a different speed.",False,False,good,,,,,,
177,"But for now, let's just do this.",False,False,good,,,,,,
178,Let's create an array called trains.,False,False,good,,,,,,
179,"And we're going to say, train in setup.",False,False,good,,,,,,
180,"Well, actually, you know what we're going to do in draw?",False,False,good,,,,,,
181,We're just going to randomly.,False,False,good,,,,,,
182,We're going to pick a random number between 0 and 1.,False,False,good,,,,,,
183,"And we'll say 1% of the time, we're going to say trains.push.",False,False,good,,,,,,
184,We're going to add a new train.,False,False,good,,,,,,
185,So it's going to be irregular.,False,False,good,,,,,,
186,"This is different than the flappy bird I made where the, I think the pipes, maybe it was a regular.",False,True,bad,,,,,,
187,I thought the pipes were regular intervals.,False,False,good,,,,,,
188,Now there's a random chance of adding a new train.,False,False,good,,,,,,
189,"And then all of the trains that exist, we're going to say four, all of the train, the dodged, say T in trains.",False,False,good,,,,,,
190,"I'm going to say T dot move, T dot show.",False,True,bad,,,,,,
191,"All right, let's see what happens.",False,False,good,,,,,,
192,Do we have a train?,False,True,bad,,,,,,
193,Maybe I better increase this.,False,True,bad,,,,,,
194,"Oh, there we go.",False,False,good,,,,,,
195,"Oh, look at that.",False,False,good,,,,,,
196,"All right, they're moving.",False,False,good,,,,,,
197,They're kind of slow.,False,False,good,,,,,,
198,I'm going to jump over it.,False,False,good,,,,,,
199,"OK, let's make them move a little faster.",False,False,good,,,,,,
200,So we've got some tweaking we've got to do.,False,False,good,,,,,,
201,"Whoa, this is a nice way.",True,True,good,,,,,,
202,"Now, look, my unicorn can fly.",True,False,bad,,,,,,
203,"So I need to fix the fact, I need to not allow my unicorn to fly, right?",True,False,bad,,,,,,
204,I should only be able to jump if I'm at the bottom.,False,False,good,,,,,,
205,So let's fix that.,False,False,good,,,,,,
206,"So to do that, I need to go into unicorn.",False,False,good,,,,,,
207,"And in the jump function, I should only be allowed to jump if I'm sitting at the bottom.",False,False,good,,,,,,
208,"So in other words, if y is, oh, well, if I'm at the bottom.",False,False,good,,,,,,
209,"So as long as y is equal to, is this really going to work?",False,False,good,,,,,,
210,I don't like to use equal checks.,False,False,good,,,,,,
211,"But this is, by definition, sitting at the bottom.",False,False,good,,,,,,
212,"So only if I'm sitting at the bottom, can I jump?",False,False,good,,,,,,
213,"So if y is equal to that spot, let's see if that works.",False,False,good,,,,,,
214,"So jump, oops, jump.",True,True,good,,,,,,
215,"Oh, this dot y.",False,False,good,,,,,,
216,"Come on, trains.",True,False,bad,,,,,,
217,"Oh yeah, yep, I can only jump when I'm at the bottom.",False,True,bad,,,,,,
218,"All right, so that works.",False,True,bad,,,,,,
219,So that fixed.,False,False,good,,,,,,
220,I think I need to be able to jump quite a bit higher.,False,False,good,,,,,,
221,Let's try 35.,False,False,good,,,,,,
222,Should really use like a slider or something.,False,True,bad,,,,,,
223,There we go.,False,False,good,,,,,,
224,I think this is going to make the game more possible to win.,False,False,good,,,,,,
225,There's too many trains.,True,False,bad,,,,,,
226,Too many trains.,True,False,bad,,,,,,
227,One thing that's bothering me is the trains are going in front of the unicorn.,False,False,good,,,,,,
228,I know that doesn't really matter.,False,False,good,,,,,,
229,So much.,False,False,good,,,,,,
230,It's really doesn't matter.,False,False,good,,,,,,
231,But I kind of would prefer them to be behind.,False,False,good,,,,,,
232,So I'm going to move this here.,False,False,good,,,,,,
233,I'm also going to make the game a little easier to play.,False,False,good,,,,,,
234,I'm going to reduce the number of trains.,False,False,good,,,,,,
235,So there's going to be a much lower probability of there being a train.,False,False,good,,,,,,
236,"Let's see if I can actually play this game somewhat successfully, even though I'm not doing the collision checking yet.",False,False,good,,,,,,
237,No.,False,False,good,,,,,,
238,"I think if the trains move faster, it would actually make it easier.",False,False,good,,,,,,
239,So let's actually double the speed of the trains.,False,False,good,,,,,,
240,All right.,False,False,good,,,,,,
241,This looks like this game is now possible to play.,False,False,good,,,,,,
242,But I need to add collision detection.,False,False,good,,,,,,
243,So I've done this before in plenty of other coding challenges.,False,False,good,,,,,,
244,There's a pretty simple algorithm to just check if two rectangles are intersecting with each other or not.,False,False,good,,,,,,
245,I can just check their x's and y.,False,False,good,,,,,,
246,"They're basically all of the edges, the left, the right, the top, the bottom against each other.",False,False,good,,,,,,
247,But this is a nice opportunity for me to just explore a library that's out there in the world.,False,False,good,,,,,,
248,And this library is called P5 Collide 2D.,False,False,good,,,,,,
249,And it actually has a function that it called Collide Rectangle Rectangle.,False,False,good,,,,,,
250,"And it'll give me a Boolean variable if I give it the x, y with height of one rectangle and the x, y with height of another rectangle.",False,False,good,,,,,,
251,So let's actually just use this library.,False,False,good,,,,,,
252,This is also a nice excuse for me to show you that GitHub is now integrated with something called JSDeliver.,False,False,good,,,,,,
253,"So this is an open source content delivery network, meaning if a JavaScript file is hosted on GitHub, I don't have to download that file and then add it to my project.",False,False,good,,,,,,
254,I can just link to it.,False,False,good,,,,,,
255,So I'm going to go over here to GitHub.,False,True,bad,,,,,,
256,There's lots of different ways here that I can reference a file on GitHub.,False,False,good,,,,,,
257,I think the easiest way for what I'm doing right now is just to reference its path.,False,False,good,,,,,,
258,And here's an example path.,False,False,good,,,,,,
259,So I'm going to go over here to index.html.,False,False,good,,,,,,
260,I'm going to add another script tag.,False,True,bad,,,,,,
261,"I'm going to say script, source equals.",False,False,good,,,,,,
262,"I'm going to paste that in, closed script.",False,True,bad,,,,,,
263,But this is not the path that I want.,False,False,good,,,,,,
264,"I want the username, which is B-M-O-R-E-N. And then I want the path to let's get the minified version of the library.",False,False,good,,,,,,
265,"And that would just be this, right there in the root directory.",False,False,good,,,,,,
266,So now I'm just referencing that file.,False,False,good,,,,,,
267,Let's see if that works.,False,False,good,,,,,,
268,This is actually not correct.,False,False,good,,,,,,
269,"I'm referencing the CDN URL, the username, but I also need the repo name.",False,False,good,,,,,,
270,So that should be p5.collide2d slash this.,False,False,good,,,,,,
271,So this should now work.,False,False,good,,,,,,
272,And I should be able to use the collide function.,False,False,good,,,,,,
273,So I'm going to use this collide rectangle rectangle.,False,True,bad,,,,,,
274,Let me just call this in draw to see if that works.,False,False,good,,,,,,
275,And it doesn't give me an error.,False,False,good,,,,,,
276,Great.,True,True,good,,,,,,
277,No error.,True,False,bad,,,,,,
278,"And so now I can check when I'm going through all of the trains if unicorn hits t, console log game over.",False,True,bad,,,,,,
279,So console log game over.,False,True,bad,,,,,,
280,And then I'm actually going to say no loop.,False,True,bad,,,,,,
281,"So I'm just going to actually stop the sketch, shut down the sketch completely, which isn't a really thoughtful user experience design choice.",False,False,good,,,,,,
282,But it's what I'm going to do for right now.,False,False,good,,,,,,
283,And then I just need to add a function here called hits and receives a train.,False,False,good,,,,,,
284,"And I can use this function, which I need this.x, this.y, this.r, this.r.",False,False,good,,,,,,
285,And then I need exactly the same thing but with that particular train.,False,False,good,,,,,,
286,"So instead of this, I'm checking this rectangle with this trains rectangle.",False,False,good,,,,,,
287,And I'm going to put this in a variable called collide.,False,False,good,,,,,,
288,And I'm going to say if I am going to return that.,False,False,good,,,,,,
289,"I can actually, you know what?",False,True,bad,,,,,,
290,I'm just returning this.,False,False,good,,,,,,
291,Return that.,False,False,good,,,,,,
292,So return the true or false result of this collide function from that library.,False,False,good,,,,,,
293,And now let's run the game.,False,False,good,,,,,,
294,I'll wait for our first train.,False,False,good,,,,,,
295,Game over.,False,True,bad,,,,,,
296,Let's see if I can play it now.,False,True,bad,,,,,,
297,"Oh, there are so many trains, oh well, you're hooked.",True,True,good,,,,,,
298,Let's make the train a little bit smaller.,False,False,good,,,,,,
299,"And actually, let's make the unicorn smaller as well.",False,False,good,,,,,,
300,Hopefully this will help.,False,False,good,,,,,,
301,"All right, let's draw the box.",False,False,good,,,,,,
302,Let's debug this a little bit by drawing the box like very subtly.,False,False,good,,,,,,
303,So let's draw a very slight rectangle.,False,False,good,,,,,,
304,This is what we're actually checking.,False,False,good,,,,,,
305,There we go.,False,False,good,,,,,,
306,It helps to see the full box.,False,False,good,,,,,,
307,"Come on, trains.",False,False,good,,,,,,
308,Spawning a train with a mouse click would be a good idea.,False,False,good,,,,,,
309,"OK, we lost.",False,False,good,,,,,,
310,"All right, so there's obviously a lot of gameplay improvements that need to happen here.",False,False,good,,,,,,
311,"One is I could be more thoughtful about, you can see how there's some wasted space here.",False,False,good,,,,,,
312,I should crop the image and the actual rectangle a little bit smaller.,False,False,good,,,,,,
313,I could consider using a circle.,False,False,good,,,,,,
314,I could use a more complex shape.,False,False,good,,,,,,
315,But this is good enough for right now.,False,False,good,,,,,,
316,Let's actually make it.,False,False,good,,,,,,
317,I could also just click the mouse in order to start a train that actually might help things.,False,False,good,,,,,,
318,But let me comment out this.,False,False,good,,,,,,
319,"And what I want to do just before I go, before I finish saying, you're going to make a version of this with a score and all sorts of nicer things and sounds.",False,False,good,,,,,,
320,But I've got to finish this off.,False,False,good,,,,,,
321,I've got to finish this video.,False,False,good,,,,,,
322,I want to control the train with my voice.,False,False,good,,,,,,
323,"So to do that, I'm going to use ML5JS, which has a speech commands machine learning model built into this JavaScript library.",False,False,good,,,,,,
324,So I made a whole separate video about this particular pre-trained model and how it works.,False,False,good,,,,,,
325,So I'm just going to add it pretty quickly into this video.,False,False,good,,,,,,
326,You can go watch the other one for more details.,False,False,good,,,,,,
327,"But if you're looking for the documentation, if I click on reference, and go to sound classifier, this is what I'm looking at doing.",False,False,good,,,,,,
328,"So all I need to, first thing I need to do is, well, actually, one thing I need to do is I need to go to get started.",False,False,good,,,,,,
329,And I need to get a script tag to be able to reference the library.,False,False,good,,,,,,
330,So I want to add the ML5 library.,False,False,good,,,,,,
331,So I'm copying this.,False,False,good,,,,,,
332,I'm going here to index the HTML.,False,False,good,,,,,,
333,"So in addition to P5Cly2D, I'm now adding ML5.",False,False,good,,,,,,
334,And I'm going to go here.,False,False,good,,,,,,
335,And I'm going to in preload.,False,True,bad,,,,,,
336,"I'm going to do let sound classifier, create a variable in preload.",False,True,bad,,,,,,
337,I'm going to say sound classifier equals ML5 sound classifier.,False,False,good,,,,,,
338,And the model I'm loading is called speech commands 18W.,False,False,good,,,,,,
339,Because this is a model that's been trained to recognize 18 particular words.,False,False,good,,,,,,
340,"Zero, the digits, zero through nine, up, down, left, right, and a few other ones that are documented on this ML5 webpage.",False,False,good,,,,,,
341,Let's go look that up real quick.,False,False,good,,,,,,
342,"So if I go back to sound classifier, up, down, left, right, go, stop, yes, no.",False,False,good,,,,,,
343,So those are the words it's trained to recognize.,False,False,good,,,,,,
344,And I actually also want to get this probability threshold.,False,False,good,,,,,,
345,"So I'm going to add this in here, because I want it to be really sure I'm saying jump.",False,True,bad,,,,,,
346,So I'm going to make this 95.,False,True,bad,,,,,,
347,This means it's got to be 95% sure.,False,False,good,,,,,,
348,The confidence score that's coming from that particular model.,False,False,good,,,,,,
349,"And how that model was trained, and there's all the paper you can read.",False,False,good,,,,,,
350,And I've talked about that more in the other video.,False,False,good,,,,,,
351,"So now that I have that, in setup, I can say sound classifier.classify, then I can get a function.",False,False,good,,,,,,
352,I'm going to call it got word.,False,True,bad,,,,,,
353,We're got command.,False,False,good,,,,,,
354,Let's call it got command.,False,False,good,,,,,,
355,So this is a callback function that is going to trigger any time it gets a command.,False,False,good,,,,,,
356,"It gets an error first, error first callbacks, and then the results.",False,False,good,,,,,,
357,"So I'm just going to say if there's an error, I'm just going to console error the error.",False,False,good,,,,,,
358,"Otherwise, if results index 0 dot label.",False,False,good,,,,,,
359,So results as an array with labels and confidence scores.,False,False,good,,,,,,
360,The labels are the words.,False,False,good,,,,,,
361,And what I'm looking for is the word up.,False,False,good,,,,,,
362,"If that label is up, then unicorn jump.",False,False,good,,,,,,
363,So this is a really quick way of me looking for a particular keyword from that library.,False,False,good,,,,,,
364,And I'm also just going to console log results index 0 dot label.,False,True,bad,,,,,,
365,Just to see if I'm getting other words also.,False,True,bad,,,,,,
366,And we might as well log the confidence score just so we can see that.,False,False,good,,,,,,
367,That might be good for debugging as well.,False,False,good,,,,,,
368,"So now that I've logged those two things, I'm going to run this sketch.",False,False,good,,,,,,
369,Shoot.,True,False,bad,,,,,,
370,But you can see it got up 95%.,False,False,good,,,,,,
371,I'm going to add the thing where I click the mouse and I can give myself a train.,False,True,bad,,,,,,
372,"And in fact, let's comment out the random trains.",False,False,good,,,,,,
373,"Also, I really should be more thoughtful about how I'm picking the train.",False,False,good,,,,,,
374,"Like when the train should come, like maybe there's a minimum distance between them.",False,False,good,,,,,,
375,"If I've just added one, can I have a longer train with other train cars?",False,True,bad,,,,,,
376,I don't know what's going on here.,False,False,good,,,,,,
377,There's a lot of narrative flaws in what's going on here.,True,False,bad,,,,,,
378,But I'm just going to add one myself.,False,True,bad,,,,,,
379,Up.,False,False,good,,,,,,
380,Yes.,False,False,good,,,,,,
381,Up.,False,False,good,,,,,,
382,Shoot.,False,False,good,,,,,,
383,All right.,False,False,good,,,,,,
384,Everyone is making the suggestion in the chat that I should change it to a circle.,False,False,good,,,,,,
385,So that'll actually kind of be like around it.,False,False,good,,,,,,
386,It'll give me a little wiggle room along the edges and make the intersection happen a little less often.,False,False,good,,,,,,
387,So let's actually go ahead and do that.,False,False,good,,,,,,
388,So I'm going to go into where the only place where I'm doing this collision detection is where in the unicorn under hits.,False,False,good,,,,,,
389,"So I'm going to change this to collide circle circle, collide circle circle, and circle to circle assumes ellipse mode center.",False,False,good,,,,,,
390,"So I'm going to have to think of the circle as the center point of the object, which is not a big deal.",False,False,good,,,,,,
391,"So the way that I'm going to do that, let's make some separate variables.",False,False,good,,,,,,
392,Let's say x1 equals this dot x plus this dot r times 0.5.,False,False,good,,,,,,
393,So this would be the middle.,False,False,good,,,,,,
394,This is the middle.,False,False,good,,,,,,
395,And then r is the diameter of the circle.,False,False,good,,,,,,
396,So that's fine.,False,False,good,,,,,,
397,This is y.,False,False,good,,,,,,
398,"And then x2, y2 is the train.",False,False,good,,,,,,
399,"Train dot x, train dot y, train dot r, train dot r. And so now I want collide circle circle x1, y1, and then x2, y2.",False,False,good,,,,,,
400,"The question is, is r for actually the radius or is it the diameter?",False,False,good,,,,,,
401,"Does it say circle diameter, circle diameter.",False,False,good,,,,,,
402,So I'm good.,False,False,good,,,,,,
403,"All right, so let's try this.",False,False,good,,,,,,
404,"And then this should really be, oh, this is kind of unfortunate.",False,False,good,,,,,,
405,This should now be an ellipse.,False,False,good,,,,,,
406,"Oh, you know what I can just do?",False,True,bad,,,,,,
407,"I can say ellipse mode corner, perfect.",False,False,good,,,,,,
408,So let's draw the hit circles under train.,False,False,good,,,,,,
409,Let's do the same thing here and say ellipse there.,False,False,good,,,,,,
410,"So this should now, we should see.",False,False,good,,,,,,
411,Here we go.,False,False,good,,,,,,
412,That's what it's going to do.,False,False,good,,,,,,
413,"OK, here we go.",False,False,good,,,,,,
414,"Oh, after click.",False,False,good,,,,,,
415,"Oh, what happened?",False,True,bad,,,,,,
